,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.41,0.34,0.49,0.31,0.43,0.47,0.35,0.5,0.47,0.42,0.54,0.42,0.5,0.6,0.38,0.43,0.37,0.36,0.39,0.5
blogentis.csv,0.66,0.58,0.65,0.62,0.47,0.81,0.53,0.43,0.56,0.5,0.52,0.71,0.38,0.57,0.59,0.57,0.58,0.92,0.64,0.59
free-evolution.csv,0.48,0.32,0.4,0.32,0.4,0.46,0.36,0.4,0.37,0.38,0.3,0.39,0.28,0.34,0.4,0.4,0.32,0.3,0.38,0.5
gtad.csv,0.67,0.33,0.34,0.95,0.86,0.62,0.37,0.67,0.67,0.5,0.8,0.68,0.75,0.83,0.41,0.67,0.58,0.68,0.9,0.68
htmlunit.csv,0.32,0.29,0.34,0.4,0.4,0.53,0.43,0.62,0.6,0.44,0.45,0.54,0.53,0.45,0.38,0.43,0.41,0.59,0.5,0.47
ipfire-wall.csv,0.91,0.49,0.57,0.0,0.79,0.97,0.45,0.89,0.5,0.67,0.53,0.98,0.83,0.68,0.5,0.64,0.79,0.52,0.5,0.93
irplus.csv,0.33,0.32,0.35,0.32,0.43,0.44,0.39,0.38,0.67,0.47,0.35,0.4,0.47,0.43,0.34,0.38,0.41,0.38,0.37,0.41
jasperreports.csv,0.57,0.33,0.52,0.39,0.44,0.92,0.92,0.56,0.67,0.78,0.36,0.69,0.41,0.43,0.39,0.71,0.5,0.66,0.51,0.53
jaxlib.csv,0.92,0.86,0.89,0.42,0.83,0.65,0.54,0.86,0.7,0.43,0.77,0.78,0.75,0.65,0.46,0.94,0.5,0.69,0.97,0.46
jvcl.csv,0.49,0.88,0.67,0.84,0.75,0.97,0.44,0.88,0.43,0.76,0.82,0.55,0.52,0.91,0.5,0.5,0.72,0.61,0.6,0.89
kaffeine.csv,0.34,0.92,0.34,0.31,0.38,0.46,0.33,0.48,0.37,0.41,0.34,0.43,0.3,0.46,0.36,0.43,0.39,0.42,0.46,0.43
m-m-m.csv,0.41,0.52,0.44,0.38,0.53,0.44,0.39,0.69,0.44,0.39,0.41,0.44,0.37,0.43,0.42,0.49,0.45,0.57,0.58,0.52
myfaces.csv,0.39,0.35,0.49,0.39,0.78,0.52,0.37,0.44,0.39,0.88,0.46,0.6,0.38,0.94,0.45,0.39,0.38,0.32,0.76,0.55
nh3d.csv,0.34,0.53,0.83,0.0,0.4,0.41,0.38,0.56,0.37,0.37,0.96,0.42,0.37,0.37,0.36,0.52,0.33,0.56,0.45,0.45
poormans.csv,0.0,0.95,0.69,0.72,0.88,0.92,0.8,0.43,0.41,0.67,0.52,0.46,0.27,0.93,0.0,0.49,0.88,0.76,0.47,0.0
sarasvati.csv,0.55,0.94,0.64,0.62,0.75,0.66,0.62,0.67,0.6,0.67,0.53,0.58,0.58,0.52,0.62,0.53,0.47,0.44,0.94,0.93
smartgwt.csv,0.37,0.33,0.58,0.94,0.42,0.68,0.53,0.54,0.76,0.72,0.4,0.65,0.79,0.48,0.38,0.62,0.64,0.36,0.52,0.48
taokgame.csv,0.7,0.0,0.0,0.58,0.67,0.97,0.94,0.8,0.95,0.93,0.94,0.74,0.83,0.68,0.41,0.87,0.92,0.99,0.6,0.92
wgs-assembler.csv,0.68,0.39,0.46,0.32,0.4,0.41,0.45,0.0,0.76,0.36,0.83,0.44,0.4,0.39,0.48,0.55,0.46,0.95,0.44,0.52
