,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.03,0.38,0.0,0.1,1.0,0.09,0.28,0.86,0.14,0.02,0.39,0.15,0.04,0.35,0.35,0.08,0.41,0.28,0.28,0.33
blogentis.csv,0.03,0.33,0.01,0.07,0.78,0.08,0.42,0.83,0.0,0.03,0.32,0.2,0.03,0.25,0.24,0.08,0.46,0.33,0.25,0.21
free-evolution.csv,0.06,0.36,0.01,0.11,0.97,0.12,0.27,0.8,0.12,0.02,0.38,0.22,0.04,0.17,0.3,0.09,0.38,0.44,0.31,0.33
gtad.csv,0.13,0.43,0.01,0.19,1.0,0.16,0.33,1.0,0.06,0.05,0.59,0.29,0.25,0.22,0.53,0.18,0.53,0.73,0.45,0.36
htmlunit.csv,0.05,0.37,0.01,0.16,1.0,0.1,0.28,1.0,0.12,0.03,0.5,0.3,0.0,0.15,0.48,0.13,0.44,0.74,0.42,0.32
ipfire-wall.csv,0.09,0.38,0.01,0.0,1.0,0.03,0.25,1.0,0.06,0.0,0.29,0.24,0.08,0.21,0.64,0.11,0.57,0.3,0.0,0.2
irplus.csv,0.05,0.38,0.01,0.12,1.0,0.13,0.39,0.75,0.17,0.05,0.52,0.29,0.0,0.21,0.41,0.13,0.5,0.35,0.39,0.31
jasperreports.csv,0.03,0.36,0.01,0.14,0.8,0.08,0.46,0.89,0.15,0.06,0.32,0.2,0.07,0.18,0.37,0.29,0.32,0.52,0.26,0.21
jaxlib.csv,0.08,0.57,0.11,0.1,1.0,0.12,0.21,1.0,0.12,0.02,0.21,0.09,0.5,0.11,0.38,0.08,0.44,0.23,0.17,0.33
jvcl.csv,0.03,0.33,0.02,0.22,1.0,0.06,0.27,1.0,0.11,0.0,0.37,0.11,0.04,0.17,0.44,0.05,0.5,0.22,0.43,0.5
kaffeine.csv,0.03,0.42,0.01,0.1,0.98,0.09,0.29,0.87,0.04,0.03,0.38,0.17,0.04,0.22,0.34,0.08,0.44,0.33,0.26,0.27
m-m-m.csv,0.05,0.37,0.01,0.07,0.81,0.08,0.23,0.96,0.08,0.02,0.27,0.13,0.05,0.15,0.44,0.05,0.47,0.21,0.24,0.26
myfaces.csv,0.04,0.38,0.01,0.13,1.0,0.1,0.29,0.81,0.02,0.0,0.45,0.38,0.06,0.12,0.59,0.1,0.31,0.42,0.52,0.3
nh3d.csv,0.03,0.42,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.52,0.14,0.05,0.16,0.33,0.07,0.36,0.23,0.21,0.24
poormans.csv,0.0,0.42,0.0,0.1,0.88,0.33,0.53,0.79,0.05,0.33,0.59,0.28,0.04,0.4,0.0,0.2,0.5,0.72,0.53,0.0
sarasvati.csv,0.05,0.5,0.02,0.04,1.0,0.15,0.16,0.83,0.03,0.06,0.33,0.21,0.11,0.26,0.43,0.14,0.44,0.4,0.47,0.29
smartgwt.csv,0.03,0.37,0.01,0.21,0.97,0.04,0.28,0.82,0.07,0.03,0.29,0.23,0.07,0.17,0.38,0.05,0.25,0.47,0.27,0.31
taokgame.csv,0.04,0.0,0.0,0.1,1.0,0.06,0.39,1.0,0.53,0.0,0.19,0.14,0.0,0.13,0.41,0.08,0.42,0.13,0.34,0.54
wgs-assembler.csv,0.11,0.38,0.01,0.11,1.0,0.09,0.29,1.0,0.31,0.02,0.67,0.26,0.03,0.18,0.21,0.15,0.43,0.32,0.36,0.3
