,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.05,0.5,0.01,0.19,0.73,0.16,0.43,0.52,0.23,0.04,0.43,0.26,0.08,0.46,0.48,0.14,0.54,0.37,0.41,0.38
blogentis.csv,0.05,0.4,0.02,0.12,0.8,0.14,0.52,0.51,0.0,0.06,0.41,0.27,0.05,0.36,0.31,0.14,0.45,0.08,0.32,0.31
free-evolution.csv,0.11,0.53,0.02,0.19,0.73,0.2,0.41,0.45,0.21,0.04,0.52,0.36,0.08,0.27,0.37,0.16,0.52,0.58,0.46,0.44
gtad.csv,0.24,0.53,0.01,0.22,0.25,0.23,0.43,0.11,0.07,0.09,0.43,0.34,0.33,0.21,0.51,0.28,0.45,0.57,0.33,0.29
htmlunit.csv,0.1,0.51,0.01,0.26,0.58,0.18,0.37,0.27,0.17,0.05,0.54,0.42,0.0,0.22,0.51,0.23,0.51,0.64,0.49,0.34
ipfire-wall.csv,0.15,0.45,0.03,0.0,0.44,0.05,0.36,0.3,0.09,0.0,0.35,0.24,0.14,0.25,0.7,0.19,0.41,0.36,0.0,0.13
irplus.csv,0.1,0.48,0.02,0.21,0.6,0.22,0.47,0.36,0.21,0.1,0.63,0.42,0.0,0.31,0.52,0.24,0.56,0.42,0.53,0.38
jasperreports.csv,0.05,0.51,0.02,0.23,0.83,0.08,0.32,0.91,0.22,0.11,0.48,0.29,0.14,0.31,0.53,0.45,0.37,0.6,0.38,0.32
jaxlib.csv,0.14,0.17,0.15,0.17,0.22,0.21,0.29,0.58,0.19,0.04,0.23,0.14,0.67,0.15,0.43,0.12,0.51,0.35,0.17,0.4
jvcl.csv,0.05,0.25,0.04,0.3,0.39,0.09,0.4,0.27,0.19,0.0,0.32,0.19,0.07,0.18,0.44,0.09,0.42,0.34,0.53,0.35
kaffeine.csv,0.06,0.2,0.01,0.18,0.9,0.16,0.42,0.66,0.06,0.06,0.53,0.29,0.08,0.34,0.51,0.15,0.55,0.5,0.41,0.39
m-m-m.csv,0.1,0.42,0.03,0.13,0.64,0.14,0.36,0.9,0.14,0.03,0.39,0.22,0.1,0.26,0.59,0.1,0.57,0.34,0.36,0.36
myfaces.csv,0.08,0.48,0.02,0.22,0.31,0.16,0.45,0.39,0.03,0.0,0.49,0.48,0.12,0.11,0.65,0.17,0.41,0.54,0.44,0.3
nh3d.csv,0.05,0.48,0.8,0.0,0.9,0.12,0.41,0.91,0.2,0.03,0.36,0.24,0.1,0.28,0.49,0.14,0.53,0.38,0.35,0.38
poormans.csv,0.0,0.28,0.0,0.15,0.25,0.35,0.41,0.34,0.09,0.5,0.57,0.4,0.09,0.33,0.0,0.32,0.24,0.51,0.62,0.0
sarasvati.csv,0.08,0.32,0.03,0.07,0.15,0.25,0.18,0.32,0.05,0.11,0.38,0.32,0.19,0.38,0.46,0.24,0.52,0.5,0.31,0.17
smartgwt.csv,0.07,0.51,0.03,0.28,0.78,0.08,0.36,0.58,0.1,0.07,0.42,0.33,0.12,0.27,0.52,0.09,0.26,0.58,0.37,0.4
taokgame.csv,0.08,0.0,0.0,0.16,0.12,0.09,0.33,0.18,0.69,0.0,0.06,0.19,0.0,0.19,0.54,0.13,0.27,0.11,0.44,0.3
wgs-assembler.csv,0.19,0.44,0.02,0.2,0.68,0.17,0.38,0.04,0.46,0.03,0.47,0.38,0.06,0.29,0.27,0.24,0.45,0.12,0.48,0.4
