,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,3.0,0.0,0.0,0.0,1.0,145.0,0.0,25.0,0.0,18.0,0.0,2.0
e-bio-flow.csv,2.0,0.0,0.0,0.0,1.0,224.0,3.0,9.0,0.0,9.0,0.0,5.0
freedom-erp.csv,1.0,238.0,0.0,128.0,0.0,224.0,70.0,56.0,0.0,107.0,0.0,191.0
jbasic.csv,1.0,0.0,2.0,0.0,0.0,224.0,14.0,7.0,0.0,107.0,1.0,2.0
jgossipforum.csv,78.0,3.0,1.0,128.0,166.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0
joustsim.csv,0.0,0.0,0.0,0.0,11.0,69.0,0.0,12.0,0.0,21.0,0.0,1.0
jsidplay2.csv,0.0,2.0,1.0,0.0,2.0,108.0,26.0,13.0,0.0,16.0,0.0,3.0
madman.csv,1.0,1.0,0.0,0.0,166.0,224.0,1.0,0.0,0.0,1.0,0.0,3.0
mule.csv,1.0,0.0,8.0,1.0,0.0,19.0,8.0,3.0,0.0,9.0,0.0,2.0
nunit.csv,1.0,1.0,1.0,0.0,8.0,27.0,11.0,6.0,0.0,6.0,0.0,0.0
power-architect.csv,0.0,2.0,4.0,0.0,5.0,71.0,35.0,20.0,0.0,15.0,0.0,2.0
reaper3d.csv,2.0,0.0,2.0,5.0,4.0,224.0,70.0,56.0,0.0,0.0,0.0,0.0
