,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.75,0.91,0.19,0.98,1.0,0.94,0.32,1.0,0.79,0.98,0.03,0.36
e-bio-flow.csv,0.25,0.44,0.0,0.12,0.61,0.14,0.2,0.51,0.0,0.3,0.41,0.32
freedom-erp.csv,0.1,0.0,0.02,0.0,0.04,0.0,0.03,0.08,0.14,0.02,0.0,0.01
jbasic.csv,0.2,0.07,0.23,0.05,0.44,0.08,0.42,0.45,0.29,0.09,0.19,0.24
jgossipforum.csv,0.0,0.09,0.02,0.02,0.03,0.0,0.0,0.04,0.0,0.04,0.0,0.0
joustsim.csv,0.2,0.41,0.12,0.61,0.56,0.37,0.0,0.39,0.21,0.45,0.51,0.16
jsidplay2.csv,0.0,0.47,0.6,0.83,0.83,0.64,0.77,0.49,0.79,0.31,0.73,0.66
madman.csv,0.15,0.11,0.06,0.03,0.01,0.0,0.02,0.0,0.0,0.07,0.03,0.05
mule.csv,0.05,0.0,0.46,0.09,0.19,0.15,0.2,0.08,0.36,0.17,0.3,0.14
nunit.csv,0.4,0.12,0.12,0.42,0.3,0.28,0.27,0.18,0.29,0.1,0.38,0.01
power-architect.csv,0.45,0.56,0.52,0.56,0.46,0.47,0.85,0.63,0.0,0.81,0.49,0.69
reaper3d.csv,0.3,0.36,0.04,0.12,0.06,0.25,0.13,0.02,0.5,0.0,0.24,0.3
