,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.41,0.81,0.72,0.7,0.5,0.5,0.59,0.42,0.47,0.67,0.72
azureus.csv,0.71,0.5,0.83,0.51,0.88,0.6,0.71,0.7,0.76,0.9,0.63
forester-atv.csv,0.74,0.69,0.24,0.16,0.25,0.4,0.86,0.65,0.53,0.42,0.16
gabel.csv,0.0,0.65,0.48,0.59,0.75,0.7,0.32,0.73,0.12,0.22,0.19
google-collections.csv,0.81,0.96,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0
javaprofiler.csv,0.56,0.85,0.55,0.84,0.88,0.8,0.71,0.88,0.41,0.97,0.8
mycila.csv,0.84,0.31,0.83,0.38,1.0,0.7,0.64,0.6,0.29,0.47,0.72
neodatis-odb.csv,0.54,0.73,0.55,0.65,0.38,0.4,0.61,0.12,0.12,0.82,0.65
pokenetonline.csv,0.56,0.92,0.97,0.89,0.88,0.7,1.0,0.77,1.0,0.88,0.61
rcp-company-uibindings.csv,0.72,0.77,0.48,0.57,0.62,0.5,0.62,0.28,0.41,0.86,0.21
servicestack.csv,0.01,0.85,0.38,0.24,0.0,0.1,0.11,0.1,0.76,0.08,0.03
