,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.48,0.39,0.46,0.69,0.65,0.58,0.43,0.45,0.52,0.49,0.52,0.7,0.5,0.48,0.91,0.55,0.39,0.67,0.68,0.39
apertium.csv,0.67,0.59,0.65,0.85,0.63,0.75,0.55,0.73,0.67,0.53,0.72,0.8,0.65,0.49,0.82,0.53,0.41,0.8,0.86,0.4
beast-mcmc.csv,0.7,0.59,0.59,0.66,0.58,0.69,0.59,0.52,0.56,0.61,0.43,0.56,0.53,0.49,0.67,0.62,0.5,0.5,0.61,0.43
bigdata.csv,0.67,0.93,0.62,0.46,0.46,0.38,0.52,0.46,0.53,0.43,0.0,0.46,0.52,0.53,0.37,0.42,0.9,0.43,0.48,0.78
cuberok.csv,0.57,0.62,0.44,0.52,0.48,0.41,0.52,0.59,0.49,0.56,0.58,0.44,0.52,0.46,0.71,0.41,0.43,0.71,0.6,0.34
exist.csv,0.62,0.41,0.46,0.47,0.44,0.5,0.45,0.42,0.41,0.48,0.64,0.48,0.44,0.37,0.47,0.46,0.48,0.54,0.48,0.64
icescrum.csv,0.55,0.46,0.44,0.58,0.45,0.69,0.43,0.43,0.57,0.5,0.81,0.7,0.52,0.45,0.86,0.5,0.41,0.65,0.67,0.58
jbasic.csv,0.85,0.73,0.55,0.73,0.63,0.89,0.6,0.47,0.7,0.58,0.83,0.73,0.83,0.72,0.82,0.59,0.9,0.92,0.67,0.56
jgnash.csv,0.97,0.94,0.93,0.84,0.88,0.92,0.91,0.89,0.95,0.62,0.89,0.86,0.97,0.96,0.83,0.92,0.91,0.89,0.91,0.52
jrefactory.csv,0.58,0.61,0.54,0.56,0.46,0.38,0.54,0.83,0.48,0.76,0.47,0.62,0.72,0.37,0.52,0.54,0.57,0.79,0.94,0.35
jsecurity.csv,0.6,0.61,0.67,0.79,0.94,0.58,0.6,0.44,0.69,0.82,0.93,0.56,0.84,0.68,0.44,0.71,0.83,0.62,0.5,0.44
libopenmetaverse.csv,0.42,0.4,0.42,0.48,0.49,0.54,0.38,0.41,0.46,0.44,0.43,0.44,0.44,0.36,0.35,0.42,0.41,0.49,0.51,0.56
mobicents.csv,0.54,0.53,0.41,0.59,0.62,0.55,0.51,0.65,0.78,0.5,0.67,0.71,0.56,0.45,0.85,0.53,0.45,0.65,0.89,0.46
mp-rechnungs-und-kundenverwaltung.csv,0.5,0.9,0.92,0.78,0.88,0.53,0.63,0.94,0.91,0.96,0.73,0.93,0.65,0.65,0.65,0.68,0.75,0.95,0.85,0.57
opendvr.csv,0.45,0.76,0.55,0.91,0.69,0.41,0.56,0.55,0.52,0.63,0.66,0.91,0.44,0.41,0.46,0.56,0.57,0.62,0.85,0.44
openefm.csv,0.52,0.66,0.43,0.74,0.5,0.5,0.63,0.71,0.55,0.51,0.67,0.67,0.51,0.42,0.8,0.55,0.55,0.74,0.88,0.41
sidekar.csv,0.39,0.5,0.46,0.57,0.5,0.46,0.42,0.36,0.41,0.53,0.54,0.6,0.44,0.39,0.37,0.39,0.46,0.44,0.48,0.4
wheat.csv,0.65,0.81,0.91,0.66,0.76,0.89,0.88,0.44,0.54,0.67,0.73,0.6,0.79,0.55,0.5,0.74,0.48,0.6,0.64,0.81
wsmt.csv,0.96,0.67,0.86,0.93,0.0,0.8,0.97,0.5,0.93,0.92,0.9,0.0,0.75,0.75,0.67,0.94,0.61,0.89,0.75,0.0
yarp0.csv,0.48,0.59,0.54,0.49,0.48,0.47,0.5,0.5,0.67,0.5,0.58,0.67,0.57,0.48,0.62,0.45,0.37,0.67,0.61,0.56
