,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.65,0.91,0.76,0.65,0.45,0.31,0.79,0.29,0.79,0.47,0.74,0.37,0.66,0.65,0.17,0.57,0.73,0.02,0.42,0.62
apertium.csv,0.28,0.16,0.21,0.13,0.21,0.2,0.37,0.11,0.21,0.26,0.0,0.18,0.16,0.44,0.25,0.41,0.63,0.05,0.06,0.38
beast-mcmc.csv,0.0,0.18,0.29,0.6,0.16,0.34,0.23,0.49,0.27,0.12,0.79,0.32,0.24,0.4,0.04,0.14,0.5,0.29,0.21,0.22
bigdata.csv,0.23,0.12,0.29,0.36,1.0,0.91,0.28,0.71,0.34,0.98,0.0,0.71,0.31,0.31,0.67,0.03,0.27,0.76,0.79,0.09
cuberok.csv,0.27,0.21,0.39,0.22,0.13,0.57,0.28,0.0,0.23,0.18,0.24,0.5,0.28,0.41,0.25,0.41,0.57,0.26,0.34,0.5
exist.csv,0.23,0.54,0.42,0.28,0.26,0.29,0.32,0.51,0.52,0.3,0.28,0.37,0.02,0.62,0.33,0.35,0.5,0.18,0.34,0.12
icescrum.csv,0.28,0.25,0.61,0.41,0.37,0.23,0.52,0.23,0.4,0.23,0.16,0.16,0.33,0.41,0.08,0.35,0.67,0.12,0.17,0.0
jbasic.csv,0.13,0.21,0.24,0.47,0.29,0.11,0.31,0.2,0.26,0.0,0.28,0.24,0.16,0.28,0.25,0.22,0.2,0.09,0.04,0.19
jgnash.csv,0.12,0.12,0.18,0.14,0.21,0.14,0.15,0.17,0.0,0.18,0.1,0.34,0.14,0.15,0.17,0.11,0.2,0.27,0.13,0.56
jrefactory.csv,0.38,0.33,0.0,0.44,0.29,0.8,0.44,0.31,0.46,0.52,0.6,0.37,0.2,0.54,0.42,0.49,0.4,0.5,0.15,0.47
jsecurity.csv,0.35,0.24,0.29,0.01,0.11,0.57,0.35,0.63,0.36,0.11,0.17,0.26,0.16,0.21,0.71,0.38,0.07,0.3,0.49,0.41
libopenmetaverse.csv,0.68,0.91,0.82,0.97,0.68,0.0,0.85,0.71,0.83,0.89,0.67,0.68,0.61,0.93,0.71,0.76,0.7,0.68,0.68,0.25
mobicents.csv,0.35,0.27,0.47,0.32,0.34,0.46,0.02,0.34,0.27,0.26,0.41,0.24,0.36,0.31,0.17,0.41,0.6,0.44,0.25,0.47
mp-rechnungs-und-kundenverwaltung.csv,0.57,0.06,0.08,0.11,0.13,0.63,0.41,0.29,0.21,0.24,0.31,0.24,0.26,0.0,0.46,0.35,0.23,0.21,0.47,0.5
opendvr.csv,0.71,0.31,0.55,0.31,0.26,0.86,0.53,0.63,0.75,0.48,0.41,0.13,0.71,0.75,0.58,0.73,0.5,0.64,0.0,0.62
openefm.csv,0.45,0.0,0.5,0.13,0.32,0.49,0.29,0.26,0.54,0.23,0.28,0.29,0.36,0.57,0.33,0.32,0.4,0.44,0.09,0.69
sidekar.csv,0.53,0.31,0.63,0.31,0.0,0.4,0.56,0.4,0.59,0.18,0.38,0.24,0.39,0.56,0.42,0.57,0.43,0.29,0.25,0.34
wheat.csv,0.22,0.16,0.13,0.2,0.26,0.31,0.17,0.46,0.34,0.02,0.33,0.32,0.42,0.37,0.0,0.27,0.47,0.42,0.38,0.41
wsmt.csv,0.1,0.01,0.05,0.08,0.0,0.03,0.06,0.06,0.08,0.09,0.12,0.03,0.04,0.03,0.04,0.08,0.0,0.09,0.08,0.0
yarp0.csv,0.3,0.22,0.32,0.33,0.16,0.37,0.23,0.31,0.17,0.21,0.34,0.0,0.26,0.31,0.38,0.35,0.83,0.24,0.3,0.22
