,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.41,0.51,0.67,0.19,0.55,0.48,0.64,0.48,0.22,0.74,0.42,0.46,0.56,0.47,0.36,0.76,0.72,0.99,0.51,0.58
apertium.csv,0.41,0.53,0.34,0.31,0.47,0.35,0.4,0.42,0.36,0.57,1.0,0.23,0.43,0.45,0.26,0.53,0.43,0.09,0.28,0.59
beast-mcmc.csv,0.98,0.5,0.41,0.23,0.44,0.45,0.42,0.53,0.34,0.35,0.42,0.35,0.68,0.37,0.13,0.5,0.25,0.48,0.35,0.7
bigdata.csv,0.41,0.26,0.45,0.41,0.75,0.64,0.5,0.41,0.28,0.66,0.08,0.38,0.54,0.39,0.67,1.0,0.09,0.42,0.48,0.43
cuberok.csv,0.41,0.41,0.45,0.33,0.58,0.55,0.45,1.0,0.45,0.33,0.41,0.29,0.48,0.41,0.38,0.61,0.51,0.32,0.3,0.54
exist.csv,0.54,0.48,0.51,0.47,0.59,0.41,0.61,0.49,0.29,0.61,0.26,0.38,0.99,0.47,0.47,0.58,0.21,0.42,0.22,0.61
icescrum.csv,0.51,0.61,0.53,0.32,0.74,0.31,0.6,0.6,0.32,0.42,0.34,0.31,0.53,0.47,0.29,0.72,0.23,0.39,0.32,1.0
jbasic.csv,0.44,0.41,0.54,0.24,0.53,0.22,0.44,0.51,0.15,0.99,0.29,0.15,0.42,0.31,0.26,0.53,0.18,0.26,0.08,0.57
jgnash.csv,0.22,0.36,0.24,0.23,0.2,0.29,0.28,0.19,0.91,0.28,0.18,0.07,0.25,0.3,0.12,0.28,0.22,0.26,0.24,0.39
jrefactory.csv,0.38,0.41,0.99,0.34,0.64,0.61,0.47,0.35,0.23,0.46,0.54,0.38,0.37,0.48,0.57,0.55,0.32,0.22,0.5,0.64
jsecurity.csv,0.38,0.47,0.28,0.97,0.32,0.44,0.44,0.48,0.27,0.25,0.25,0.47,0.32,0.44,0.55,0.5,0.2,0.33,0.29,0.55
libopenmetaverse.csv,0.43,0.45,0.71,0.29,0.75,0.99,0.63,0.46,0.26,0.64,0.38,0.38,0.68,0.47,0.62,0.85,0.53,0.53,0.32,0.54
mobicents.csv,0.37,0.43,0.47,0.34,0.59,0.45,0.98,0.26,0.2,0.5,0.39,0.48,0.55,0.58,0.44,0.58,0.34,0.43,0.29,0.49
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.28,0.31,0.37,0.28,0.47,0.53,0.36,0.14,0.16,0.31,0.33,0.41,0.96,0.47,0.57,0.21,0.2,0.29,0.33
opendvr.csv,0.35,0.26,0.56,0.21,0.46,0.6,0.56,0.4,0.19,0.49,0.28,0.44,0.63,0.43,0.67,0.74,0.28,0.42,0.95,0.47
openefm.csv,0.38,0.94,0.49,0.33,0.48,0.53,0.49,0.28,0.22,0.41,0.33,0.26,0.54,0.46,0.33,0.57,0.53,0.31,0.2,0.45
sidekar.csv,0.49,0.39,0.48,0.4,1.0,0.63,0.64,0.47,0.25,0.39,0.53,0.39,0.68,0.47,0.62,0.75,0.37,0.5,0.37,0.64
wheat.csv,0.42,0.37,0.19,0.24,0.47,0.26,0.35,0.38,0.21,0.06,0.13,0.44,0.29,0.3,1.0,0.46,0.31,0.52,0.47,0.17
wsmt.csv,0.16,0.11,0.17,0.07,0.03,0.2,0.11,0.0,0.1,0.16,0.17,0.0,0.02,0.04,0.13,0.09,0.97,0.12,0.0,0.1
yarp0.csv,0.47,0.4,0.41,0.42,0.53,0.52,0.54,0.43,0.44,0.5,0.45,0.97,0.49,0.52,0.32,0.57,0.42,0.39,0.31,0.51
