,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.59,0.33,0.54,0.4,0.49,0.46,0.52,0.49,0.47,0.77,0.53,0.57,0.51,0.61,0.29,0.6,0.62,1.0,0.66,0.68
apertium.csv,0.49,0.52,0.28,0.32,0.38,0.29,0.37,0.37,0.52,0.54,1.0,0.22,0.35,0.57,0.21,0.41,0.42,0.06,0.21,0.67
beast-mcmc.csv,0.96,0.49,0.35,0.45,0.35,0.42,0.37,0.61,0.55,0.28,0.5,0.42,0.64,0.46,0.09,0.39,0.23,0.49,0.36,0.75
bigdata.csv,0.45,0.21,0.39,0.66,0.0,0.32,0.46,0.47,0.51,0.09,0.05,0.51,0.49,0.44,0.62,0.99,0.07,0.46,0.55,0.37
cuberok.csv,0.48,0.4,0.4,0.42,0.49,0.54,0.41,1.0,0.7,0.28,0.44,0.4,0.42,0.51,0.33,0.49,0.49,0.31,0.36,0.63
exist.csv,0.62,0.61,0.47,0.7,0.52,0.37,0.59,0.57,0.63,0.59,0.28,0.47,0.99,0.61,0.43,0.46,0.2,0.39,0.26,0.58
icescrum.csv,0.61,0.68,0.49,0.55,0.7,0.26,0.6,0.62,0.63,0.37,0.32,0.29,0.49,0.57,0.21,0.6,0.22,0.33,0.31,1.0
jbasic.csv,0.43,0.4,0.47,0.43,0.46,0.17,0.41,0.49,0.23,0.98,0.32,0.14,0.34,0.34,0.21,0.41,0.13,0.2,0.06,0.57
jgnash.csv,0.2,0.31,0.19,0.25,0.14,0.23,0.21,0.17,0.87,0.22,0.15,0.07,0.19,0.27,0.09,0.2,0.17,0.26,0.21,0.46
jrefactory.csv,0.49,0.45,0.98,0.58,0.58,0.49,0.46,0.36,0.49,0.46,0.71,0.47,0.3,0.62,0.55,0.42,0.29,0.25,0.5,0.75
jsecurity.csv,0.48,0.49,0.23,0.97,0.24,0.44,0.41,0.56,0.51,0.19,0.24,0.53,0.25,0.44,0.5,0.38,0.13,0.33,0.38,0.62
libopenmetaverse.csv,0.6,0.31,0.5,0.13,0.63,0.98,0.44,0.52,0.48,0.37,0.52,0.52,0.63,0.27,0.55,0.55,0.48,0.6,0.45,0.56
mobicents.csv,0.47,0.46,0.43,0.52,0.53,0.44,0.98,0.26,0.32,0.47,0.5,0.54,0.51,0.68,0.36,0.46,0.32,0.48,0.31,0.57
mp-rechnungs-und-kundenverwaltung.csv,0.47,0.21,0.24,0.38,0.2,0.47,0.52,0.36,0.19,0.13,0.36,0.35,0.35,0.93,0.45,0.45,0.17,0.18,0.38,0.39
opendvr.csv,0.5,0.28,0.53,0.32,0.38,0.41,0.55,0.47,0.45,0.5,0.35,0.43,0.55,0.52,0.65,0.5,0.26,0.49,0.93,0.56
openefm.csv,0.53,0.9,0.46,0.36,0.42,0.53,0.46,0.27,0.51,0.36,0.36,0.29,0.5,0.6,0.29,0.45,0.51,0.35,0.17,0.52
sidekar.csv,0.7,0.43,0.45,0.61,1.0,0.63,0.64,0.52,0.58,0.33,0.67,0.42,0.66,0.61,0.6,0.59,0.34,0.52,0.4,0.72
wheat.csv,0.46,0.34,0.14,0.3,0.4,0.22,0.29,0.43,0.4,0.04,0.14,0.53,0.25,0.35,1.0,0.35,0.29,0.59,0.6,0.19
wsmt.csv,0.13,0.07,0.12,0.06,0.02,0.13,0.07,0.0,0.1,0.12,0.15,0.0,0.01,0.02,0.09,0.06,0.95,0.09,0.0,0.06
yarp0.csv,0.57,0.4,0.35,0.65,0.44,0.5,0.48,0.45,0.6,0.45,0.54,0.95,0.42,0.62,0.28,0.45,0.34,0.38,0.36,0.51
