,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.71,0.91,0.79,0.88,0.68,0.66,0.81,0.62,0.86,0.49,0.79,0.57,0.78,0.7,0.77,0.66,0.74,0.02,0.52,0.64
apertium.csv,0.61,0.54,0.79,0.73,0.69,0.78,0.76,0.69,0.56,0.56,0.0,0.83,0.71,0.61,0.86,0.74,0.85,0.95,0.82,0.49
beast-mcmc.csv,0.05,0.57,0.74,0.8,0.71,0.7,0.71,0.61,0.55,0.77,0.83,0.7,0.46,0.7,0.93,0.67,0.94,0.61,0.71,0.34
bigdata.csv,0.63,0.83,0.71,0.49,1.0,0.92,0.65,0.85,0.62,0.98,0.96,0.8,0.62,0.67,0.7,0.03,0.98,0.86,0.8,0.69
cuberok.csv,0.62,0.67,0.74,0.65,0.58,0.71,0.69,0.0,0.4,0.78,0.65,0.8,0.68,0.66,0.76,0.67,0.75,0.78,0.76,0.59
exist.csv,0.47,0.63,0.69,0.42,0.58,0.73,0.53,0.66,0.61,0.52,0.81,0.67,0.03,0.68,0.69,0.67,0.97,0.68,0.84,0.49
icescrum.csv,0.49,0.42,0.77,0.62,0.46,0.81,0.63,0.47,0.54,0.7,0.74,0.77,0.64,0.59,0.83,0.54,1.04,0.72,0.75,0.0
jbasic.csv,0.63,0.67,0.62,0.76,0.65,0.87,0.71,0.58,0.84,0.02,0.77,0.91,0.72,0.76,0.86,0.66,0.91,0.83,0.96,0.51
jgnash.csv,0.84,0.74,0.86,0.81,0.9,0.82,0.83,0.88,0.16,0.83,0.89,1.0,0.85,0.78,0.94,0.84,0.88,0.83,0.83,0.77
jrefactory.csv,0.65,0.66,0.02,0.6,0.54,0.83,0.71,0.75,0.7,0.75,0.62,0.67,0.77,0.63,0.62,0.77,0.84,0.93,0.57,0.49
jsecurity.csv,0.65,0.6,0.85,0.03,0.8,0.8,0.71,0.73,0.63,0.85,0.82,0.57,0.8,0.63,0.81,0.75,0.89,0.77,0.8,0.55
libopenmetaverse.csv,0.72,0.93,0.82,0.98,0.7,0.03,0.87,0.8,0.84,0.9,0.78,0.78,0.66,0.93,0.76,0.78,0.82,0.72,0.84,0.54
mobicents.csv,0.66,0.64,0.76,0.6,0.61,0.74,0.03,0.85,0.77,0.63,0.66,0.55,0.63,0.45,0.7,0.69,0.91,0.69,0.77,0.63
mp-rechnungs-und-kundenverwaltung.csv,0.77,0.82,0.81,0.68,0.84,0.8,0.65,0.74,0.87,0.92,0.75,0.73,0.73,0.09,0.73,0.68,0.89,0.88,0.79,0.81
opendvr.csv,0.81,0.82,0.71,0.78,0.71,0.89,0.68,0.8,0.87,0.7,0.8,0.64,0.76,0.8,0.63,0.81,0.92,0.79,0.09,0.73
openefm.csv,0.66,0.12,0.74,0.7,0.7,0.68,0.65,0.81,0.72,0.72,0.73,0.8,0.64,0.66,0.82,0.67,0.65,0.81,0.87,0.78
sidekar.csv,0.57,0.68,0.82,0.52,0.0,0.54,0.63,0.64,0.69,0.74,0.5,0.67,0.51,0.64,0.57,0.67,0.81,0.59,0.68,0.43
wheat.csv,0.61,0.72,0.89,0.77,0.69,0.86,0.77,0.75,0.73,0.97,0.94,0.59,0.88,0.78,0.0,0.74,0.88,0.59,0.56,0.93
wsmt.csv,0.9,0.94,0.9,0.95,0.98,0.89,0.94,1.0,0.92,0.91,0.89,1.0,0.99,0.98,0.93,0.95,0.06,0.93,1.0,0.95
yarp0.csv,0.54,0.67,0.76,0.48,0.63,0.65,0.6,0.67,0.47,0.62,0.59,0.06,0.67,0.51,0.84,0.68,0.99,0.7,0.75,0.57
