,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.52,0.23,0.28,0.76
jajuk.csv,0.76,0.22,0.32,0.73
vapor.csv,1.0,0.23,0.57,0.86
zorannt.csv,0.63,0.71,0.18,0.77
