,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.1,0.11,0.0,0.56,0.03,0.0,0.19,0.3,0.21,0.43,0.0,0.18,0.11,0.0,0.17,0.04,0.0
dvd-create.csv,0.22,0.65,0.62,0.0,0.7,0.58,0.99,0.92,0.78,0.84,0.77,0.46,0.77,0.38,0.94,0.78,0.4,0.71
echongl.csv,0.0,0.35,0.21,0.71,0.79,0.06,0.0,0.08,0.07,0.18,0.28,0.08,0.32,0.33,0.22,0.33,0.08,0.0
empserver.csv,0.06,0.8,0.81,1.0,0.8,0.3,0.2,0.79,0.63,0.92,0.84,0.15,0.8,0.66,0.28,0.72,0.44,0.07
gdis.csv,0.28,0.49,0.44,1.0,0.47,0.52,0.23,0.4,0.54,0.55,0.15,0.08,0.7,0.29,0.39,0.56,0.48,0.5
gmerlin.csv,0.72,0.02,0.0,0.0,0.34,0.61,0.63,1.0,0.8,0.03,0.84,0.31,0.35,0.09,1.0,0.89,0.01,0.93
growl-for-windows.csv,0.06,0.0,0.0,0.0,0.23,0.09,0.01,0.58,0.15,0.0,0.2,0.08,0.02,0.06,0.11,0.28,0.0,0.14
mpgravity.csv,0.83,0.42,0.37,0.24,1.0,1.0,0.94,1.0,0.83,1.0,1.0,0.38,0.67,0.78,0.94,0.89,0.64,0.93
myfaces.csv,0.33,0.2,0.46,0.41,0.2,0.82,0.58,0.04,0.07,0.42,0.06,0.31,0.29,0.19,0.22,0.22,0.13,0.14
nativeclient.csv,0.06,0.39,0.84,0.46,0.54,0.45,0.45,0.17,0.35,0.55,0.41,0.31,0.32,0.49,0.39,0.22,0.29,0.07
passwordsafe.csv,0.06,0.22,0.24,0.15,0.73,0.12,0.09,0.19,0.61,0.76,0.24,0.08,0.47,0.25,0.22,0.22,0.16,0.14
phonon-vlc-mplayer.csv,0.28,0.16,0.34,0.07,0.57,0.27,0.46,0.02,0.28,0.68,0.07,0.23,0.33,0.08,0.17,0.0,0.18,0.14
ppcboot.csv,0.89,0.95,0.87,1.0,1.0,0.88,0.27,1.0,0.98,1.0,0.82,0.92,0.97,0.97,0.39,0.89,0.96,1.0
rtrt-on-gpu.csv,0.44,0.56,0.71,0.0,0.38,0.7,0.52,0.19,0.22,0.58,0.62,0.31,0.47,0.56,0.39,0.67,0.64,0.21
sandiaportals.csv,0.5,0.2,0.3,0.02,0.97,0.45,0.31,0.25,0.59,0.76,0.47,0.31,0.41,0.27,0.22,0.17,0.35,0.64
tktoolkit.csv,0.06,0.62,0.13,0.56,0.55,0.33,0.36,0.6,0.91,0.84,0.31,0.54,0.67,0.44,0.39,0.44,0.42,0.64
ultimairis.csv,0.61,0.13,0.99,0.0,0.85,0.67,0.62,0.0,0.13,0.32,0.22,0.54,0.24,0.27,0.06,0.0,0.33,0.57
wikipediardware.csv,0.44,0.76,0.85,0.49,0.85,0.97,0.87,0.54,0.65,0.92,0.91,0.46,0.76,0.75,0.67,0.33,0.79,0.29
