,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.04,0.69,0.94,0.66,0.85,0.78,0.61,0.78,0.9,0.82,0.7
ivef-sdk.csv,0.66,0.57,0.0,0.8,0.73,0.92,0.97,0.38,0.58,0.77,0.86
jaolt.csv,0.7,0.63,0.68,0.83,0.0,0.44,0.83,0.53,0.61,0.62,0.48
jmule.csv,0.74,0.65,0.94,0.79,0.58,0.88,0.58,0.53,0.89,0.71,0.12
jstock.csv,0.74,0.66,0.97,0.69,0.77,0.72,0.0,0.92,0.82,0.51,0.92
lphant.csv,0.77,0.66,0.54,0.74,0.61,0.09,0.55,0.46,1.0,0.6,0.59
novembre.csv,0.96,0.0,0.96,0.82,0.79,0.96,0.95,0.73,0.87,0.84,0.96
oorexx.csv,0.58,0.73,0.98,0.79,0.8,0.58,0.86,0.7,0.52,0.07,0.63
pi-qmc.csv,0.67,0.65,0.94,0.84,0.62,0.69,0.66,0.0,0.85,0.8,0.73
qedo.csv,0.83,0.94,1.02,0.97,0.93,0.85,0.93,0.78,0.05,0.8,0.84
yaprm.csv,0.7,0.58,0.63,0.0,0.76,0.87,0.42,0.66,0.83,0.62,0.81
