,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,21.0,2.0,3.0
ivef-sdk.csv,2.0,6.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0
jaolt.csv,1.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,28.0,0.0,0.0
jmule.csv,1.0,2.0,0.0,6.0,0.0,0.0,2.0,1.0,19.0,2.0,0.0
jstock.csv,0.0,6.0,0.0,1.0,0.0,4.0,0.0,5.0,8.0,1.0,2.0
lphant.csv,2.0,5.0,1.0,0.0,1.0,0.0,3.0,4.0,35.0,2.0,1.0
novembre.csv,0.0,0.0,1.0,2.0,0.0,4.0,8.0,5.0,1.0,1.0,1.0
oorexx.csv,0.0,2.0,0.0,1.0,2.0,0.0,13.0,3.0,0.0,0.0,3.0
pi-qmc.csv,0.0,5.0,4.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0
qedo.csv,3.0,1.0,96.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,3.0
yaprm.csv,3.0,4.0,0.0,0.0,2.0,0.0,5.0,4.0,10.0,2.0,9.0
