,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.34,0.75,0.09,0.36,0.59,0.63,0.49,0.61,0.7,0.71,0.0
google-gears.csv,0.0,0.13,0.0,0.58,0.09,0.35,0.37,0.6,0.0,0.0,0.43
grafx2.csv,0.21,0.78,0.09,0.51,0.72,0.56,0.6,0.46,0.39,0.61,0.49
kmess.csv,0.3,0.76,0.0,0.32,0.68,0.68,0.75,0.62,0.1,0.66,0.0
megameknet.csv,0.02,0.81,0.0,0.64,0.43,0.56,0.52,0.3,0.0,0.45,0.36
minig.csv,0.6,0.69,0.0,0.65,0.6,0.71,0.62,0.56,0.51,0.63,0.66
ns-3.csv,0.61,0.0,0.1,0.13,0.33,0.33,0.0,0.0,0.4,0.61,0.0
omseek.csv,0.0,0.06,0.0,0.38,0.18,0.12,0.32,0.4,0.0,0.0,0.0
quickfast.csv,0.0,0.0,0.0,0.37,0.0,0.05,0.0,0.0,0.0,0.0,0.81
sylpheed-claws.csv,0.53,0.13,0.64,0.05,0.27,0.0,0.21,0.3,0.54,0.55,0.0
xamj.csv,0.16,0.33,0.0,0.43,0.65,0.66,0.58,0.56,0.0,0.55,0.48
