,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,1.0,3.0,0.0,0.0,43.0,1.0,1.0,0.0,1.0,6.0,2.0
google-gears.csv,0.0,2.0,3.0,0.0,98.0,2.0,0.0,0.0,1.0,0.0,1.0
grafx2.csv,0.0,0.0,1.0,4.0,26.0,8.0,0.0,0.0,0.0,1.0,1.0
kmess.csv,0.0,3.0,232.0,1.0,32.0,11.0,1.0,0.0,0.0,0.0,2.0
megameknet.csv,0.0,1.0,232.0,8.0,11.0,0.0,2.0,0.0,131.0,4.0,1.0
minig.csv,0.0,0.0,3.0,0.0,43.0,5.0,0.0,0.0,0.0,9.0,9.0
ns-3.csv,0.0,2.0,0.0,1.0,79.0,2.0,1.0,0.0,1.0,16.0,2.0
omseek.csv,222.0,0.0,232.0,0.0,0.0,2.0,0.0,0.0,131.0,338.0,2.0
quickfast.csv,0.0,2.0,3.0,9.0,99.0,5.0,1.0,0.0,1.0,0.0,1.0
sylpheed-claws.csv,0.0,2.0,0.0,1.0,79.0,5.0,1.0,0.0,2.0,1.0,2.0
xamj.csv,0.0,0.0,232.0,16.0,1.0,5.0,1.0,0.0,131.0,0.0,2.0
