,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.23,0.34,0.01,0.9,0.59,0.7,0.82,0.7,0.27,0.47,1.0
google-gears.csv,1.0,0.97,1.0,0.65,0.98,0.9,0.89,0.76,1.0,1.0,0.16
grafx2.csv,0.11,0.18,0.01,0.34,0.4,0.15,0.36,0.22,0.14,0.29,0.19
kmess.csv,0.29,0.29,0.0,0.91,0.53,0.37,0.51,0.54,0.04,0.66,1.0
megameknet.csv,0.01,0.18,0.0,0.58,0.21,0.04,0.35,0.05,0.0,0.15,0.88
minig.csv,0.71,0.42,1.0,0.14,0.7,0.48,0.64,0.65,0.8,0.61,0.53
ns-3.csv,0.73,1.0,0.0,0.97,0.91,0.91,1.0,1.0,0.23,0.67,1.0
omseek.csv,0.0,0.0,0.0,0.89,0.01,0.02,0.13,0.14,0.0,0.0,1.0
quickfast.csv,1.0,1.0,1.0,0.89,1.0,0.99,1.0,1.0,1.0,1.0,0.25
sylpheed-claws.csv,0.79,0.97,0.28,0.99,0.93,1.0,0.95,0.92,0.8,0.8,1.0
xamj.csv,0.03,0.0,0.0,0.86,0.32,0.37,0.4,0.35,0.0,0.11,0.84
