,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.3,0.77,0.07,0.98,0.67,0.88,0.86,0.83,0.69,0.77,0.98
google-gears.csv,1.0,1.0,1.0,0.7,0.97,0.94,0.94,0.96,1.0,1.0,0.38
grafx2.csv,0.18,0.77,0.07,0.48,0.76,0.52,0.59,0.42,0.34,0.59,0.45
kmess.csv,0.26,0.77,0.0,0.91,0.76,0.7,0.86,0.68,0.08,0.87,0.94
megameknet.csv,0.02,0.81,0.0,0.74,0.39,0.51,0.49,0.26,0.0,0.4,0.7
minig.csv,0.81,0.72,1.0,0.61,0.79,0.78,0.75,0.66,0.84,0.75,0.74
ns-3.csv,0.89,1.0,0.08,1.0,0.97,0.96,1.0,1.0,0.36,0.78,1.0
omseek.csv,0.0,0.05,0.0,0.96,0.15,0.1,0.28,0.35,0.0,0.0,1.0
quickfast.csv,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,0.83
sylpheed-claws.csv,0.87,0.98,0.62,1.0,1.0,1.0,0.95,0.97,0.93,0.98,1.0
xamj.csv,0.13,0.28,0.0,0.91,0.64,0.67,0.57,0.54,0.0,0.5,0.94
