,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.28,0.71,0.1,0.17,0.45,0.14,0.78,0.78,0.1,0.65,0.66,0.69,0.2,0.29,1.0
atlc.csv,0.29,0.98,0.06,0.32,0.5,0.09,0.6,0.73,0.14,0.82,0.57,0.58,0.25,0.24,0.26
bwapi.csv,0.12,0.57,0.05,0.46,0.53,0.16,0.54,0.77,0.26,1.0,0.57,0.55,0.28,0.25,0.45
cubefs.csv,0.23,0.66,0.06,0.27,0.48,0.13,0.53,0.99,0.17,0.63,0.57,0.67,0.19,0.3,0.4
freewrl.csv,0.28,0.88,0.12,0.33,0.55,0.11,0.65,0.72,0.17,0.71,0.65,1.0,0.32,0.23,0.52
iaml.csv,0.3,0.57,0.07,0.33,0.44,0.15,0.99,0.65,0.16,0.73,0.68,0.5,0.21,0.17,0.55
jrdf.csv,0.39,0.57,0.0,0.0,0.36,0.13,0.56,0.87,0.1,0.69,0.56,0.4,0.94,0.21,0.21
kwave.csv,1.0,0.77,0.12,0.67,0.62,0.13,0.52,0.69,0.12,1.0,0.56,0.67,0.14,0.23,0.5
oscarmcmaster.csv,0.67,0.92,0.0,0.0,0.44,0.24,0.62,0.68,0.0,0.88,0.4,0.33,0.67,0.98,0.72
rtrt-on-gpu.csv,0.16,0.77,0.25,0.17,0.53,0.11,0.76,0.85,1.0,0.83,0.69,0.6,0.38,0.21,0.28
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.36,1.0,0.0,1.0,1.0,0.0,0.0,0.4,1.0
thrust.csv,0.15,0.63,0.0,0.94,0.6,0.13,0.42,0.67,0.57,0.75,0.3,0.44,0.38,0.15,0.2
tktoolkit.csv,0.24,0.6,0.0,0.34,0.36,1.0,0.58,0.67,0.22,0.35,0.54,0.52,0.18,0.18,0.19
xstore.csv,0.36,0.52,0.08,0.14,0.41,0.16,0.59,0.75,0.15,0.74,1.0,0.6,0.32,0.22,0.34
yaprm.csv,0.13,0.55,0.0,0.28,0.97,0.13,0.54,0.53,0.25,0.89,0.58,0.5,0.22,0.15,0.07
