,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.78,0.71,0.38,0.92,0.45,0.97,0.8,0.46,0.5,0.53,0.5,0.69,0.8,0.62,0.71
atlc.csv,0.43,0.51,0.4,0.61,0.38,0.6,0.56,0.44,0.43,0.57,0.51,0.33,0.35,0.39,0.57
bwapi.csv,0.47,0.57,0.42,0.92,0.32,0.69,0.41,0.51,0.58,0.56,0.5,0.45,0.41,0.49,0.62
cubefs.csv,0.44,0.43,0.42,0.4,0.35,0.4,0.5,0.48,0.41,0.5,0.49,0.67,0.43,0.54,0.5
freewrl.csv,0.52,0.71,0.44,0.67,0.45,0.58,0.5,0.47,0.5,0.56,0.49,0.42,0.55,0.49,0.48
iaml.csv,0.48,0.43,0.43,0.92,0.32,0.5,0.58,0.94,0.56,0.57,0.49,0.69,0.62,0.54,0.55
jrdf.csv,0.94,0.43,0.67,0.0,0.91,0.4,0.54,0.91,0.81,0.92,0.89,0.8,0.75,0.52,0.68
kwave.csv,0.93,0.67,0.88,0.83,0.85,0.39,0.59,0.76,0.82,0.93,0.94,0.67,0.93,0.86,0.58
oscarmcmaster.csv,0.67,0.77,0.67,0.0,0.89,0.94,0.97,0.62,0.0,0.94,0.9,0.67,0.67,0.95,0.76
rtrt-on-gpu.csv,0.72,0.5,0.75,0.83,0.68,0.57,0.98,0.92,0.9,0.96,0.59,0.8,0.88,0.67,0.67
theresa.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.91,0.0,0.0,0.75,0.8,0.0,0.0,0.8,0.67
thrust.csv,0.85,0.79,0.92,0.88,0.9,0.57,0.91,0.92,0.86,0.75,0.9,0.88,0.88,0.79,0.91
tktoolkit.csv,0.84,0.8,0.88,0.69,0.93,0.95,0.56,0.45,0.89,0.94,0.83,0.34,0.56,0.72,0.96
xstore.csv,0.79,0.46,0.38,0.62,0.56,0.37,0.44,0.44,0.65,0.65,0.52,0.45,0.68,0.44,0.52
yaprm.csv,0.68,0.66,0.8,0.72,0.5,0.54,0.9,0.95,0.75,0.9,0.68,0.93,0.7,0.89,0.93
