,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,1,1,0,logicmail.csv
51,3,1,4,10,9,fido.csv
50,4,1,6,16,15,lamp.csv
57,5,2,6,10,10,cuberok.csv
21,6,2,9,12,13,mclient-mume.csv
17,7,1,7,15,17,nunit.csv
27,8,3,11,20,18,ninject.csv
16,9,5,4,5,9,haggle.csv
24,10,5,2,6,8,beast-mcmc.csv
56,13,1,2,6,5,pi-qmc.csv
58,14,1,1,1,1,gpsmid.csv
18,16,1,8,14,13,upp-mirror.csv
23,17,1,2,7,5,tcvp.csv
14,18,1,2,6,7,open-media-library.csv
25,19,1,4,8,8,ofbiz.csv
13,20,1,4,5,7,jsecurity.csv
28,21,1,3,7,6,kftpgrabber.csv
59,22,1,3,13,16,fltk.csv
49,23,1,8,15,14,hydrogen.csv
48,24,2,6,6,9,exordium.csv
60,25,4,7,5,8,minig.csv
26,26,3,3,4,6,clamav.csv
15,27,1,3,4,4,runuomondains.csv
22,28,1,6,14,13,netatalk.csv
38,30,2,2,5,5,flylinkdc.csv
33,31,1,5,9,8,foursquared.csv
5,32,2,6,15,14,les-indemodables.csv
12,33,1,3,13,11,kowari.csv
11,34,1,3,3,3,qmmp.csv
6,35,2,2,2,1,planeshift.csv
32,36,1,5,6,7,xmemcached.csv
39,37,1,4,7,6,metacosm.csv
31,38,2,1,5,6,patterntesting.csv
40,39,1,1,3,2,archive-crawler.csv
53,40,2,3,8,8,bacnet.csv
46,41,7,8,10,18,passwordsafe.csv
19,42,1,2,4,3,img-browse-sort.csv
30,43,7,9,9,15,sauerbraten.csv
29,44,1,10,18,17,alpine.csv
20,45,1,3,10,10,turbotrader-bos.csv
45,46,2,6,11,9,gnupdate.csv
54,47,1,3,11,11,geogebra.csv
47,48,1,5,14,13,tradelink.csv
52,49,4,4,7,10,xemeiah.csv
8,51,1,7,11,10,jstock.csv
41,52,1,6,14,13,wxcode.csv
37,53,3,3,5,8,octave.csv
36,54,1,2,2,2,silvertree.csv
42,55,2,4,5,6,bibedt.csv
4,57,1,3,6,5,h2database.csv
9,58,1,5,10,10,etherboot.csv
1,59,1,3,4,3,columba.csv
0,61,2,6,11,16,lcfizvtop.csv
35,62,1,6,7,8,ingex.csv
43,63,1,8,17,16,nh3d.csv
44,64,4,9,9,16,adobe-source.csv
34,65,2,6,13,12,tolven.csv
2,66,1,7,14,13,owfs.csv
10,67,3,5,12,15,trackit.csv
3,68,3,1,1,3,mpqc.csv
7,69,2,1,1,1,ambulant.csv
