,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,95.5,168.0,0.0,93.5,98.5,98.5,234.5,96.5,73.5,95.5
arsenal-1.csv,98.5,98.5,96.5,329.0,98.5,98.5,366.5,93.5,89.5,95.5
barracudamvc.csv,94.5,94.5,195.0,98.5,98.5,97.5,1495.5,195.5,196.5,197.5
irplus.csv,97.5,191.0,87.5,93.5,98.5,98.5,555.5,96.5,97.5,95.5
lite.csv,95.5,92.5,195.0,93.5,98.5,98.5,757.0,96.5,95.5,194.5
mumble.csv,97.5,92.5,285.5,93.5,98.5,97.5,1049.5,96.5,95.5,95.5
ontopia.csv,97.5,94.5,87.5,89.5,98.5,97.5,315.5,96.5,196.5,197.5
openintents.csv,99.0,94.5,84.5,98.5,98.5,98.5,1651.0,96.5,196.5,197.5
ta3d.csv,97.5,160.5,285.5,93.5,849.0,98.5,356.5,212.5,38.5,194.5
tweetsharp.csv,99.0,98.5,195.0,98.5,270.5,84.5,820.5,195.5,196.5,197.5
