,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.5,0.23,0.24,0.62,0.21,0.27,0.89,0.52,0.54,0.67,0.17,0.14,0.21,0.7,0.33,0.63,0.09
arm-webradio.csv,0.4,0.21,0.22,0.26,0.13,0.25,0.47,0.51,0.55,0.37,0.05,0.33,0.26,0.49,0.7,0.55,0.8
codepurge.csv,0.47,0.26,0.09,0.56,0.28,0.35,0.35,0.3,0.14,0.36,0.29,0.34,0.46,0.44,0.49,0.43,0.5
fw4spl.csv,0.22,0.35,0.39,0.54,0.16,0.35,0.66,0.28,0.3,0.52,0.11,0.34,0.27,0.34,0.53,0.44,0.6
glas.csv,0.51,0.33,0.25,0.59,0.19,0.37,0.74,0.52,0.59,0.48,0.19,0.37,0.3,0.54,0.57,0.6,0.47
grisbi.csv,0.49,0.23,0.26,0.85,0.23,0.33,0.88,0.49,0.56,0.94,0.18,0.35,0.27,0.56,0.67,0.64,0.42
gwanted.csv,0.41,0.28,0.29,0.49,0.48,0.3,0.87,0.17,0.26,0.64,0.37,0.37,0.31,0.45,0.47,0.58,0.36
lcfizvtop.csv,0.48,0.29,0.07,0.55,0.27,0.54,0.76,0.29,0.61,0.62,0.11,0.35,0.25,0.44,0.71,0.63,0.61
ldview.csv,0.68,0.24,0.27,0.73,0.27,0.24,0.88,0.49,0.55,0.68,0.18,0.31,0.25,0.58,0.61,0.61,0.43
libmesh.csv,0.33,0.07,0.05,0.56,0.11,0.13,0.24,0.59,0.21,0.42,0.0,0.09,0.0,0.4,0.38,0.27,0.42
mediaportal.csv,0.09,0.12,0.31,0.19,0.28,0.11,0.06,0.14,0.05,0.13,0.0,0.43,0.08,0.24,0.17,0.46,0.67
olex2.csv,0.0,0.22,0.28,0.6,0.38,0.26,0.52,0.12,0.05,0.55,0.22,0.38,0.18,0.26,0.37,0.71,0.37
oppna-program-hsatools.csv,0.27,0.18,0.24,0.87,0.3,0.22,0.91,0.36,0.28,0.91,0.3,0.34,0.05,0.47,0.39,0.53,0.11
qlc.csv,0.37,0.3,0.43,0.4,0.25,0.15,0.76,0.4,0.52,0.42,0.31,0.41,0.19,0.45,0.52,0.69,0.0
somap.csv,0.52,0.23,0.2,0.89,0.23,0.31,0.92,0.51,0.53,0.92,0.11,0.31,0.25,0.52,0.64,0.57,0.42
wxcode.csv,0.36,0.2,0.28,0.48,0.32,0.23,0.65,0.2,0.05,0.24,0.5,0.37,0.14,0.33,0.21,0.41,0.02
xcf.csv,0.52,0.29,0.28,0.75,0.28,0.28,0.92,0.55,0.6,0.74,0.27,0.35,0.24,0.62,0.76,0.67,0.28
