,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.32,0.86,0.09,0.58,0.88,0.56,0.64,0.77,0.54,0.16,0.59,0.52,0.64,0.21,0.73,0.56,0.4,0.23,0.4
boost-sandbox.csv,0.31,0.64,0.15,0.43,0.23,0.52,0.41,0.74,0.39,0.21,0.37,0.21,0.56,0.2,0.67,0.48,0.23,0.08,0.29
dspace-gsoc.csv,0.38,0.42,0.21,0.58,0.89,0.7,0.54,0.85,0.58,0.17,0.49,0.68,0.77,0.21,0.79,0.5,0.37,0.08,0.37
enlightenment.csv,0.32,0.74,0.11,0.57,0.95,0.71,0.69,0.85,0.66,0.15,0.49,0.62,0.83,0.2,0.79,0.6,0.37,0.09,0.36
fceugc.csv,0.24,0.0,0.0,0.5,0.57,0.57,0.45,0.08,0.57,0.09,0.53,0.4,0.49,0.0,0.38,0.0,0.38,0.44,0.43
gnukeda.csv,0.27,0.62,0.14,0.57,0.84,0.73,0.63,0.76,0.5,0.16,0.46,0.49,0.66,0.2,0.81,0.56,0.34,0.09,0.39
jaolt.csv,0.44,0.0,0.24,0.56,0.63,0.51,0.19,0.31,0.61,0.1,0.53,0.64,0.77,0.1,0.11,0.07,0.37,0.15,0.5
knowledge.csv,0.36,0.73,0.18,0.56,0.91,0.72,0.64,0.5,0.51,0.16,0.48,0.67,0.82,0.14,0.76,0.58,0.52,0.12,0.44
kowari.csv,0.26,0.57,0.18,0.49,0.48,0.39,0.4,0.75,0.52,0.4,0.37,0.47,0.52,0.3,0.78,0.32,0.25,0.1,0.26
lufa-lib.csv,0.25,0.61,0.09,0.51,0.74,0.54,0.63,0.61,0.47,0.13,0.44,0.37,0.69,0.25,0.39,0.67,0.35,0.07,0.34
maidsafe-dht.csv,0.49,0.81,0.15,0.38,0.84,0.5,0.47,0.57,0.5,0.12,0.53,0.62,0.67,0.2,0.73,0.25,0.45,0.18,0.35
pixel-commandos.csv,0.17,0.44,0.0,0.27,0.52,0.38,0.21,0.37,0.43,0.0,0.43,0.23,0.32,0.08,0.1,0.46,0.19,0.57,0.27
playerstage.csv,0.33,0.53,0.14,0.7,0.86,0.63,0.69,0.56,0.56,0.17,0.53,0.53,0.6,0.16,0.56,0.5,0.4,0.24,0.44
proftp.csv,0.21,0.05,0.0,0.14,0.39,0.47,0.06,0.31,0.37,0.24,0.4,0.72,0.0,0.0,0.05,0.14,0.42,0.31,0.31
tcvp.csv,0.12,0.05,0.0,0.0,0.0,0.05,0.1,0.09,0.0,0.0,0.0,0.0,0.05,0.44,0.0,0.03,0.0,0.07,0.06
theresa.csv,0.42,0.35,0.32,0.54,0.52,0.42,0.51,0.25,0.49,0.16,0.18,0.65,0.56,0.0,0.27,0.19,0.39,0.11,0.4
uwom.csv,0.26,0.29,0.0,0.31,0.37,0.35,0.58,0.66,0.05,0.17,0.44,0.63,0.62,0.11,0.33,0.5,0.0,0.27,0.62
xapian.csv,0.29,0.51,0.05,0.56,0.92,0.67,0.47,0.62,0.56,0.16,0.49,0.64,0.46,0.0,0.38,0.53,0.6,0.21,0.41
yaprm.csv,0.34,0.0,0.22,0.49,0.38,0.54,0.13,0.33,0.64,0.13,0.38,0.71,0.25,0.0,0.05,0.0,0.35,0.21,0.4
