,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.37,0.47,0.22,0.0,0.89,0.0,0.17,0.42,0.18,0.5,0.58,0.17,0.2
fontforge.csv,0.16,0.3,0.17,0.18,0.38,0.29,0.19,0.0,0.37,0.28,0.7,0.08,0.14
gmerlin.csv,0.41,0.47,0.08,0.38,0.65,0.29,0.29,0.55,0.51,0.55,0.57,0.02,0.27
hatari.csv,0.27,0.3,0.0,0.67,0.34,0.28,0.23,0.23,0.32,0.55,0.51,0.21,0.2
jcl.csv,0.02,0.18,0.31,0.22,0.63,0.23,0.21,0.03,0.22,0.82,0.0,0.08,0.29
ltp.csv,0.02,0.42,0.06,0.0,0.01,0.04,0.12,0.06,0.07,0.0,0.03,0.03,0.06
net-snmp.csv,0.0,0.24,0.28,0.51,0.41,0.28,0.15,0.61,0.33,0.5,0.43,0.3,0.22
opde.csv,0.65,0.36,0.72,0.0,0.5,0.58,0.5,0.23,0.48,0.7,0.96,0.36,0.39
powerfolder-.csv,0.04,0.0,0.11,0.13,0.38,0.18,0.12,0.0,0.13,0.12,0.54,0.05,0.2
qlc.csv,0.02,0.08,0.0,0.16,0.01,0.09,0.04,0.16,0.0,0.2,0.15,0.09,0.45
tcl.csv,0.24,0.26,0.33,0.22,0.25,0.27,0.19,0.23,0.17,0.0,0.29,0.23,0.59
wxstudio.csv,0.24,0.23,0.22,0.36,0.02,0.15,0.25,0.19,0.18,0.15,0.0,0.32,0.02
