,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.49,0.51,0.67,0.75,0.36,0.55,0.89,0.42,0.96,0.49,0.42,0.92,0.89
fontforge.csv,0.92,0.71,0.71,0.68,0.67,0.82,0.7,0.52,0.54,0.58,0.47,0.92,0.83
gmerlin.csv,0.5,0.39,0.62,0.5,0.48,0.54,0.56,0.29,0.48,0.31,0.38,0.59,0.7
hatari.csv,0.57,0.54,0.59,0.4,0.58,0.54,0.69,0.71,0.7,0.38,0.43,0.75,0.84
jcl.csv,0.75,0.95,0.89,0.93,0.6,0.97,0.91,0.67,0.96,0.37,0.93,0.86,0.92
ltp.csv,0.5,0.51,0.86,0.67,0.45,0.86,0.83,0.75,0.89,0.0,0.8,0.75,0.67
net-snmp.csv,0.56,0.69,0.55,0.54,0.54,0.65,0.89,0.32,0.52,0.52,0.58,0.58,0.7
opde.csv,0.54,0.6,0.56,0.77,0.61,0.48,0.65,0.91,0.77,0.39,0.39,0.68,0.69
powerfolder-.csv,0.8,0.67,0.86,0.92,0.58,0.96,0.83,0.75,0.94,0.9,0.53,0.67,0.89
qlc.csv,0.8,0.89,0.0,0.91,0.5,0.92,0.5,0.82,0.94,0.92,0.94,0.89,0.83
tcl.csv,0.95,0.81,0.88,0.87,0.94,0.66,0.9,0.81,0.96,0.55,0.56,0.95,0.75
wxstudio.csv,0.84,0.76,0.76,0.67,0.8,0.96,0.86,0.89,0.72,0.88,0.0,0.79,0.61
