,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.44,0.51,0.43,0.47,0.48,0.4,0.55,0.47,0.34,0.56,0.54,0.74,0.42
freewrl.csv,0.38,0.34,0.41,0.47,0.41,0.41,0.47,0.41,0.38,0.55,0.41,0.94,0.33
fulguro.csv,0.93,0.98,0.97,0.89,0.98,0.92,0.96,0.94,0.75,0.96,0.97,0.9,0.88
google-web-toolkit.csv,0.72,0.93,0.97,0.66,0.93,0.8,0.5,0.72,0.71,0.65,0.65,0.75,0.66
jcache.csv,0.86,0.94,0.94,0.62,0.97,0.5,0.81,0.92,0.71,0.94,0.45,0.95,0.98
jstock.csv,0.79,0.44,0.43,0.63,0.76,0.0,0.74,0.97,0.77,0.74,0.73,0.93,0.96
mimosa.csv,0.49,0.46,0.43,0.54,0.82,0.5,0.42,0.48,0.41,0.45,0.43,0.51,0.39
miranda.csv,0.53,0.58,0.76,0.94,0.53,0.0,0.98,0.61,0.86,0.7,0.56,0.53,0.4
ns-3-dev-def-routing.csv,0.62,0.62,0.63,0.83,0.78,0.62,0.98,0.66,0.67,0.95,0.8,0.88,0.63
ossbuild.csv,0.67,0.75,0.97,0.79,0.89,0.52,0.76,0.64,0.8,0.96,0.86,0.46,0.52
qtractor.csv,0.5,0.76,0.68,0.64,0.48,0.39,0.64,0.56,0.8,0.7,0.55,0.43,0.43
quarkplayer.csv,0.83,0.96,0.0,0.0,0.89,0.87,0.88,0.98,0.88,0.78,0.5,0.92,0.5
synergyspace.csv,0.5,0.6,0.49,0.75,0.97,0.88,0.98,0.98,0.67,0.96,0.0,0.92,0.93
