,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.63,0.41,0.33,0.22,0.41,0.78,0.13
jnode.csv,0.06,0.2,0.14,0.04,0.01,0.16,0.03
mcmc-jags.csv,0.8,0.95,0.14,0.59,0.77,0.75,0.61
metacosm.csv,0.46,0.48,0.21,0.24,0.15,0.09,0.19
miranda-icq.csv,0.26,0.58,0.64,0.55,0.31,0.34,0.55
quarkplusplus.csv,0.52,0.61,0.19,0.14,0.11,0.25,0.65
selenium.csv,0.35,0.58,0.12,0.25,0.46,0.22,0.45
