,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.57,0.34,0.41,0.37,0.46,0.42,0.41,0.31,0.41,0.4,0.48,0.48,0.4,0.4,0.43,0.46,0.49,0.43
doomlegacy.csv,0.43,0.5,0.43,0.67,0.48,0.43,0.39,0.91,0.97,0.4,0.54,0.48,0.38,0.78,0.41,0.67,0.39,0.96
elmo.csv,0.97,0.54,0.67,0.9,0.97,0.8,0.98,0.0,0.83,0.0,0.75,0.95,0.82,0.92,0.89,0.98,0.94,0.88
geochat.csv,0.99,0.51,0.62,0.62,0.99,0.89,0.91,0.45,0.52,0.86,0.75,0.96,0.94,0.73,0.6,0.83,0.95,0.65
gpac.csv,0.71,0.59,0.49,0.51,0.96,0.72,0.37,0.47,0.45,0.43,0.49,0.63,0.78,0.46,0.45,0.54,0.46,0.43
illumination.csv,0.0,0.53,0.92,0.46,0.0,0.44,0.92,0.0,0.0,0.44,0.41,0.68,0.0,0.71,0.42,0.0,0.0,0.92
ktc.csv,0.41,0.38,0.37,0.89,0.47,0.5,0.52,0.34,0.38,0.5,0.73,0.47,0.34,0.48,0.53,0.45,0.34,0.69
neoengine.csv,0.53,0.52,0.47,0.57,0.64,0.52,0.41,0.32,0.43,0.42,0.61,0.45,0.36,0.35,0.53,0.48,0.49,0.47
nicepress.csv,0.48,0.49,0.43,0.59,0.45,0.51,0.41,0.32,0.44,0.56,0.47,0.66,0.64,0.55,0.5,0.43,0.45,0.56
omseek.csv,0.97,0.0,0.94,0.0,0.96,0.86,0.99,0.75,0.94,0.5,0.94,0.72,0.67,0.88,0.8,0.96,0.5,0.8
open-ms.csv,0.41,0.89,0.45,0.89,0.53,0.74,0.51,0.0,0.88,0.5,0.8,0.53,0.31,0.55,0.61,0.53,0.39,0.83
pi-qmc.csv,0.57,0.5,0.4,0.39,0.63,0.43,0.45,0.31,0.43,0.39,0.62,0.42,0.34,0.36,0.52,0.44,0.42,0.38
rosegarden.csv,0.41,0.43,0.45,0.86,0.53,0.51,0.43,0.43,0.49,0.69,0.71,0.51,0.33,0.89,0.48,0.45,0.35,0.93
smarttag.csv,0.4,0.78,0.51,0.56,0.45,0.46,0.59,0.75,0.83,0.46,0.48,0.48,0.35,0.43,0.64,0.47,0.5,0.57
sylpheed-claws.csv,0.35,0.5,0.4,0.35,0.41,0.42,0.34,0.37,0.45,0.38,0.45,0.43,0.35,0.33,0.42,0.4,0.35,0.47
tango-cs.csv,0.47,0.6,0.38,0.43,0.47,0.44,0.46,0.45,0.42,0.47,0.41,0.46,0.36,0.41,0.5,0.45,0.46,0.38
xemeiah.csv,0.41,0.58,0.39,0.61,0.54,0.49,0.34,0.33,0.39,0.41,0.52,0.66,0.56,0.92,0.44,0.43,0.36,0.82
zscreen.csv,0.41,0.67,0.55,0.47,0.57,0.48,0.47,0.56,0.55,0.6,0.48,0.47,0.36,0.38,0.82,0.45,0.38,0.58
