,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.79,0.95,0.03,0.88,1.0,1.0,0.57,0.8,0.85,0.73
haphazard.csv,0.41,0.16,0.21,0.31,0.29,0.16,0.05,0.23,0.46,0.48
jicarilla.csv,0.07,0.0,0.91,0.0,0.0,0.0,0.05,0.39,0.0,0.0
ondex.csv,0.62,0.3,0.0,0.62,0.71,0.05,0.0,0.05,0.54,0.58
optalgtoolkit.csv,0.38,0.3,0.12,0.19,0.57,0.53,0.57,0.5,0.46,0.27
ossim.csv,0.22,0.19,0.24,0.69,0.0,0.32,0.49,0.75,0.31,0.67
projectts.csv,0.69,0.51,0.06,0.62,0.86,0.74,0.57,0.02,0.62,0.55
sabbu.csv,0.72,0.62,0.27,0.62,0.86,0.16,0.46,0.18,0.54,0.85
vxl.csv,0.62,0.41,0.18,0.56,0.43,0.42,0.65,0.2,0.69,0.61
zact.csv,0.48,0.05,0.48,0.38,0.71,0.0,0.65,0.32,0.23,0.3
