,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.56,0.82,0.49,0.81,1.0,1.0,0.52,0.33,0.94,0.79
haphazard.csv,0.43,0.14,0.14,0.38,0.18,0.06,0.0,0.33,0.25,0.36
jicarilla.csv,0.07,0.0,0.22,0.01,0.0,0.03,0.04,0.44,0.0,0.0
ondex.csv,0.26,0.1,0.19,0.38,0.51,0.06,0.0,0.06,0.23,0.26
optalgtoolkit.csv,0.46,0.29,0.24,0.44,0.49,0.35,0.44,0.22,0.29,0.44
ossim.csv,0.35,0.19,0.32,0.27,0.04,0.29,0.59,0.89,0.44,0.6
projectts.csv,0.44,0.47,0.3,0.55,0.85,0.81,0.37,0.06,0.52,0.66
sabbu.csv,0.22,0.6,0.3,0.5,0.56,0.23,0.44,0.17,0.6,0.6
vxl.csv,0.44,0.35,0.32,0.36,0.57,0.55,0.44,0.11,0.58,0.53
zact.csv,0.67,0.06,0.19,0.29,0.29,0.0,0.59,0.39,0.17,0.09
