,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.32,0.0,0.38,0.29,0.33,0.33,0.86,0.17,0.82,0.24,0.11,0.55
dvt.csv,0.65,0.84,0.01,0.74,0.33,0.08,0.48,0.56,0.93,0.38,0.08,0.18
flylinkdc.csv,0.7,0.82,0.72,0.88,0.38,0.48,0.57,0.61,0.09,0.95,0.94,0.91
fulguro.csv,0.0,0.0,0.55,0.0,0.0,0.6,0.19,0.72,0.0,0.39,0.25,0.64
fw4spl.csv,0.54,0.35,0.34,0.38,0.24,0.56,0.38,0.61,0.11,0.21,0.33,0.45
ipfire-wall.csv,0.41,0.49,0.33,0.21,0.0,0.23,0.19,0.89,0.0,0.47,0.22,0.45
jruby.csv,0.97,1.0,1.0,0.62,0.0,0.27,0.0,0.0,0.88,0.75,1.0,0.0
ldview.csv,0.95,0.67,0.66,0.21,0.67,0.44,0.0,0.83,0.88,0.26,1.0,0.55
nuttx.csv,0.43,0.05,0.69,0.14,0.76,0.35,0.48,0.33,0.65,0.27,0.39,0.09
oorexx.csv,0.76,0.23,0.06,0.24,0.76,0.56,0.14,0.67,0.71,0.21,0.69,0.55
uclmda.csv,0.22,0.0,0.16,0.14,0.33,0.21,0.29,0.17,0.99,0.01,0.0,0.09
vdsf.csv,0.73,0.36,0.67,0.83,0.71,0.23,0.71,1.0,0.49,0.9,0.89,0.91
