,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.67,0.56,0.92,0.8,0.86,0.97,0.95,0.0
geotools.csv,0.93,0.89,0.8,0.83,0.83,0.69,0.97,0.9
google-collections.csv,0.39,0.35,0.32,0.3,0.38,0.41,0.39,0.36
l2j.csv,0.36,0.48,0.42,0.36,0.42,0.4,0.45,0.35
mediate.csv,0.53,0.38,0.46,0.46,0.54,0.54,0.57,0.52
projectfactory.csv,0.89,0.56,0.36,0.44,0.61,0.63,0.62,0.61
st-filteredstatistics.csv,0.38,0.32,0.35,0.34,0.41,0.39,0.49,0.39
thedata.csv,0.95,0.62,0.72,0.54,0.41,0.66,0.45,0.75
