,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.0,0.0,0.17,0.0,0.07,0.11,0.04,0.02
geotools.csv,0.0,0.1,0.13,0.15,0.05,0.0,0.08,0.15
google-collections.csv,0.0,1.0,1.0,0.85,1.0,1.0,0.92,1.0
l2j.csv,0.0,0.42,0.63,0.54,0.47,0.4,0.01,0.63
mediate.csv,0.0,0.57,0.0,0.46,0.47,0.33,0.24,0.42
projectfactory.csv,0.5,0.38,0.83,0.31,0.0,0.33,0.22,0.26
st-filteredstatistics.csv,0.0,0.7,0.9,0.0,0.49,0.7,0.33,0.48
thedata.csv,0.5,0.35,0.33,0.77,0.74,0.38,0.54,0.0
