,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.96,0.04,0.84,0.87,0.9,0.92,0.92,1.0
geotools.csv,0.82,0.81,0.73,0.91,0.9,0.09,0.86,0.76
google-collections.csv,0.0,1.0,1.0,0.85,1.0,1.0,0.92,1.0
l2j.csv,0.41,0.75,0.74,0.6,0.67,0.5,0.01,0.98
mediate.csv,0.6,0.6,0.0,0.71,0.77,0.69,0.63,0.86
projectfactory.csv,1.03,0.51,0.84,0.51,0.03,0.66,0.64,0.56
st-filteredstatistics.csv,0.54,0.72,0.91,0.03,0.61,0.73,0.65,0.89
thedata.csv,0.91,0.64,0.7,0.97,0.77,0.7,0.64,0.0
