,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.69,0.46,0.08,0.13,0.46,0.66,0.39,0.21,0.32,0.38,0.0
ivef-sdk.csv,0.66,0.71,1.0,0.47,0.39,0.4,0.36,0.72,0.64,0.0,0.29
jaolt.csv,0.66,0.68,0.18,0.58,0.68,0.37,0.26,0.59,0.37,0.59,0.61
jmule.csv,0.55,0.64,0.11,0.45,0.67,0.53,0.78,0.58,0.26,0.54,0.87
jstock.csv,0.49,0.68,0.18,0.59,0.48,0.57,0.89,0.59,0.06,0.65,0.15
lphant.csv,0.67,0.68,0.16,0.64,0.58,0.77,0.52,0.62,0.68,0.54,0.66
novembre.csv,0.3,0.75,0.04,0.36,0.38,0.27,0.26,0.27,0.21,0.0,0.54
oorexx.csv,0.43,0.09,0.05,0.04,0.33,0.21,0.36,0.0,0.17,0.64,0.67
pi-qmc.csv,0.58,0.7,0.13,0.51,0.41,0.56,0.53,0.92,0.34,0.55,0.69
qedo.csv,0.4,0.16,0.91,0.04,0.24,0.31,0.33,0.21,0.8,0.47,0.36
yaprm.csv,0.76,0.67,0.16,0.68,0.21,0.22,0.51,0.55,0.65,0.57,0.52
