,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.4,0.49,0.25,0.25,0.21,0.78,0.54,0.34,0.16,0.62,0.65,0.7,0.64,0.63,0.51,0.11,0.36,0.45
aztec.csv,0.29,0.34,0.16,0.13,0.38,0.76,0.44,0.53,0.32,0.41,0.61,0.71,0.65,0.65,0.38,0.12,0.62,0.12
bibedt.csv,0.35,0.51,0.3,0.1,0.2,0.78,0.39,0.76,0.24,0.54,0.39,0.69,0.72,0.79,0.46,0.18,0.55,0.24
esmf.csv,0.51,0.36,0.29,0.23,0.12,0.73,0.44,0.34,0.18,0.48,0.72,0.46,0.74,0.43,0.47,0.1,0.4,0.21
irrlicht.csv,0.34,0.48,0.38,0.21,0.14,0.7,0.43,0.33,0.15,0.53,0.78,0.67,0.78,0.75,0.47,0.0,0.38,0.34
jstock.csv,0.36,0.14,0.13,0.14,0.14,0.56,0.26,0.34,0.24,0.36,0.36,0.34,0.48,0.52,0.4,0.04,0.71,0.11
kowari.csv,0.36,0.18,0.33,0.17,0.14,0.63,0.32,0.34,0.37,0.27,0.59,0.43,0.57,0.35,0.45,0.08,0.42,0.27
lportal.csv,0.17,0.43,0.03,0.0,0.0,0.07,0.19,0.0,0.0,0.23,0.09,0.29,0.03,0.65,0.0,0.24,0.0,0.0
modellus.csv,0.39,0.53,0.19,0.14,0.22,0.65,0.48,0.33,0.3,0.61,0.62,0.78,0.77,0.66,0.41,0.14,0.38,0.31
open-data-kit.csv,0.36,0.47,0.2,0.09,0.21,0.75,0.49,0.43,0.16,0.51,0.72,0.73,0.79,0.73,0.5,0.1,0.48,0.16
pentahoanalysistool.csv,0.16,0.62,0.36,0.19,0.15,0.46,0.24,0.1,0.0,0.47,0.43,0.54,0.58,0.44,0.22,0.05,0.24,0.37
phet.csv,0.19,0.19,0.49,0.2,0.12,0.49,0.18,0.32,0.0,0.25,0.51,0.28,0.53,0.0,0.35,0.0,0.29,0.21
qtractor.csv,0.35,0.52,0.19,0.18,0.31,0.76,0.45,0.5,0.26,0.55,0.72,0.73,0.67,0.75,0.57,0.14,0.43,0.24
roller.csv,0.37,0.46,0.24,0.15,0.19,0.68,0.39,0.38,0.16,0.53,0.75,0.71,0.67,0.81,0.42,0.13,0.45,0.15
sumatrapdf.csv,0.35,0.49,0.38,0.09,0.1,0.74,0.45,0.36,0.15,0.73,0.79,0.69,0.78,0.75,0.45,0.08,0.47,0.35
synergyspace.csv,0.37,0.53,0.28,0.36,0.23,0.44,0.52,0.22,0.19,0.67,0.3,0.57,0.58,0.45,0.24,0.08,0.27,0.46
ultimairis.csv,0.11,0.55,0.35,0.17,0.09,0.67,0.44,0.0,0.18,0.6,0.79,0.7,0.72,0.56,0.61,0.08,0.29,0.41
voms.csv,0.47,0.56,0.24,0.59,0.0,0.5,0.4,0.0,0.16,0.7,0.41,0.51,0.47,0.76,0.3,0.08,0.22,0.38
