,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.36,0.54,0.64,0.7,0.27,0.46,0.26,0.34,0.5,0.09,0.49,0.38,0.36,0.94,0.44,0.42,0.44,0.49
aztec.csv,0.06,0.36,0.27,0.29,0.2,0.33,0.42,0.1,0.24,0.0,0.33,0.37,0.18,0.29,0.09,0.33,0.12,0.2
bibedt.csv,0.8,0.54,0.56,0.15,0.14,0.46,0.68,0.07,0.28,0.65,0.18,0.21,0.55,0.53,0.44,0.31,0.26,0.18
esmf.csv,0.24,0.78,0.41,0.45,0.97,0.79,0.64,0.95,0.69,0.89,0.51,0.63,0.91,0.12,0.99,0.44,0.81,0.09
irrlicht.csv,0.99,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,0.57,1.0,1.0,1.0,1.0,0.0,1.0,1.0
jstock.csv,0.1,0.24,0.2,0.06,0.15,0.33,0.2,0.46,0.47,0.02,0.12,0.07,0.07,0.25,0.19,0.17,0.21,0.09
kowari.csv,0.43,0.56,0.43,0.52,0.98,0.75,0.46,0.95,0.19,0.73,0.51,0.65,0.89,0.2,1.0,0.16,0.67,0.31
lportal.csv,0.08,0.1,0.02,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,0.02,0.0,0.25,0.0,0.19,0.0,0.04
modellus.csv,0.65,0.39,0.51,0.06,0.08,0.12,0.32,0.0,0.21,0.05,0.25,0.2,0.34,0.45,0.07,0.41,0.09,0.28
open-data-kit.csv,0.17,0.81,0.48,0.5,0.43,0.42,0.66,0.46,0.51,0.13,0.53,0.5,0.2,0.76,0.7,0.72,0.21,0.52
pentahoanalysistool.csv,0.64,0.31,0.81,0.74,0.04,0.5,0.45,0.22,0.03,0.78,0.24,0.56,0.41,0.84,0.18,0.52,0.37,0.85
phet.csv,0.64,0.34,0.29,0.82,0.95,0.75,0.2,0.9,0.08,0.85,0.67,0.6,0.86,0.0,0.95,0.0,0.81,0.6
qtractor.csv,0.4,0.36,0.48,0.33,0.36,0.25,0.51,0.12,0.33,0.25,0.55,0.33,0.23,0.51,0.23,0.44,0.21,0.33
roller.csv,0.84,0.56,0.66,0.42,0.66,0.71,0.5,0.71,0.78,0.84,0.69,0.5,0.32,0.27,0.77,0.49,0.58,0.22
sumatrapdf.csv,0.9,0.85,0.95,0.79,0.62,0.54,0.91,0.63,1.0,0.2,0.73,0.72,0.82,1.0,0.64,0.99,0.67,0.9
synergyspace.csv,0.22,0.53,0.48,0.27,0.07,0.29,0.63,0.34,0.27,0.35,0.16,0.2,0.39,0.27,0.12,0.73,0.58,0.31
ultimairis.csv,0.02,0.66,0.96,0.18,0.07,0.42,0.96,0.1,0.69,0.71,0.61,0.69,0.34,0.45,0.23,1.0,0.37,0.47
voms.csv,0.2,0.46,0.47,0.15,0.01,0.21,0.7,0.05,0.95,0.11,0.22,0.21,0.07,0.76,0.04,0.95,0.07,0.3
