,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.61,0.7,0.43,0.89,0.5,0.89,0.62,0.5,0.57,0.52,0.55,0.74,0.57,0.76,0.68,0.61,0.54,0.85
aztec.csv,0.21,0.37,0.16,0.22,0.83,0.79,0.6,0.5,0.71,0.26,0.49,0.76,0.53,0.57,0.28,0.55,0.62,0.12
bibedt.csv,0.85,0.74,0.49,0.11,0.29,0.89,0.68,0.8,0.57,0.81,0.25,0.64,0.74,0.88,0.6,0.78,0.69,0.23
esmf.csv,0.67,0.59,0.39,0.56,0.83,0.96,0.75,1.0,0.86,0.81,0.65,0.49,0.89,0.29,0.98,0.57,0.92,0.15
irrlicht.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,1.0
jstock.csv,0.3,0.11,0.12,0.11,0.21,0.5,0.22,0.6,0.86,0.23,0.23,0.22,0.33,0.41,0.36,0.11,0.92,0.08
kowari.csv,0.58,0.22,0.46,0.44,1.0,0.75,0.42,1.0,0.71,0.35,0.49,0.45,0.61,0.24,0.94,0.21,0.85,0.35
lportal.csv,0.12,0.33,0.01,0.0,0.0,0.04,0.12,0.0,0.0,0.13,0.05,0.17,0.01,0.56,0.0,0.73,0.0,0.0
modellus.csv,0.85,0.67,0.28,0.11,0.25,0.54,0.57,0.2,0.57,0.48,0.48,0.77,0.75,0.64,0.3,0.79,0.31,0.38
open-data-kit.csv,0.36,0.85,0.28,0.22,0.75,0.82,0.88,0.8,0.57,0.42,0.65,0.86,0.72,0.88,0.85,0.95,0.54,0.27
pentahoanalysistool.csv,0.3,0.74,0.8,0.67,0.12,0.43,0.3,0.1,0.0,0.74,0.29,0.58,0.5,0.44,0.17,0.36,0.31,0.96
phet.csv,0.36,0.19,0.62,0.78,0.83,0.54,0.15,0.9,0.0,0.35,0.4,0.26,0.54,0.0,0.66,0.0,0.62,0.38
qtractor.csv,0.55,0.63,0.26,0.33,1.0,0.75,0.68,0.5,0.71,0.55,0.65,0.77,0.57,0.8,0.6,0.88,0.46,0.31
roller.csv,0.97,0.67,0.42,0.33,0.96,0.82,0.55,0.9,0.86,0.9,0.72,0.83,0.59,0.8,0.72,0.89,0.85,0.15
sumatrapdf.csv,0.94,0.93,0.96,0.33,0.46,0.86,0.98,0.8,1.0,0.77,0.8,0.91,0.95,1.0,0.7,1.0,1.0,0.96
synergyspace.csv,0.42,0.78,0.41,0.67,0.25,0.36,0.92,0.3,0.43,0.81,0.18,0.48,0.5,0.35,0.17,0.78,0.46,0.65
ultimairis.csv,0.06,0.93,0.87,0.22,0.08,0.68,1.0,0.0,0.86,0.97,0.77,0.91,0.67,0.51,0.66,1.0,0.38,0.73
voms.csv,0.55,0.78,0.35,0.89,0.0,0.39,0.7,0.0,1.0,0.65,0.28,0.42,0.32,0.93,0.19,0.97,0.15,0.5
