,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.79,0.41,0.43,0.39,0.58
minig.csv,0.46,0.49,0.58,0.59,0.82
ossbuild.csv,0.75,0.75,0.84,0.96,0.88
rezilla.csv,0.71,0.43,0.41,0.42,0.43
webdriver.csv,0.79,0.51,0.47,0.86,0.57
