,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.36,0.68,0.65,0.47,0.97
minig.csv,0.6,0.5,0.98,0.66,0.41
ossbuild.csv,0.13,0.49,0.32,0.79,0.16
rezilla.csv,0.91,0.35,0.49,0.2,0.35
webdriver.csv,0.25,0.99,0.58,0.61,0.44
