,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.71,0.55,0.57,0.85,0.04
minig.csv,0.68,0.69,0.02,0.63,0.65
ossbuild.csv,0.9,0.56,0.73,0.25,0.87
rezilla.csv,0.11,0.91,0.83,0.96,0.9
webdriver.csv,0.83,0.04,0.66,0.51,0.66
