,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.32,0.73,0.7,0.69,0.96
minig.csv,0.68,0.49,0.98,0.78,0.36
ossbuild.csv,0.11,0.44,0.28,0.75,0.13
rezilla.csv,0.89,0.8,0.8,0.88,0.91
webdriver.csv,0.21,1.0,0.61,0.59,0.4
