,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.36,0.63,0.55,0.19,0.98
minig.csv,0.46,0.48,0.99,0.27,0.48
ossbuild.csv,0.17,0.58,0.37,0.81,0.23
rezilla.csv,0.94,0.56,0.5,0.21,0.55
webdriver.csv,0.24,0.98,0.48,0.32,0.44
