,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.47,0.56,0.41,0.63,0.42,0.58,0.42,0.48,0.41
archive-crawler.csv,0.65,0.61,0.93,0.65,0.57,0.69,0.73,0.86,0.71
autowikibrowser.csv,0.61,0.5,0.37,0.5,0.48,0.65,0.57,0.45,0.59
jcae.csv,0.0,0.0,0.89,0.99,0.0,0.67,0.67,0.0,0.0
kmatplot.csv,0.89,0.92,0.93,1.0,0.76,0.98,0.85,0.92,0.91
mscore.csv,0.53,0.47,0.35,0.5,0.46,0.54,0.45,0.56,0.48
quickfast.csv,0.48,0.43,0.29,0.45,0.45,0.46,0.36,0.37,0.38
rhex.csv,0.92,0.81,0.61,0.56,0.97,0.83,0.65,0.65,0.9
riff-evolve.csv,0.5,0.56,0.38,0.59,0.53,0.56,0.44,0.51,0.44
