,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.04,0.45,0.96,0.47,0.0,0.07,0.07
ifmo-game-1.csv,0.0,0.0,0.02,1.0,0.13,0.07,0.0
knowledge.csv,1.0,0.62,0.49,0.05,0.37,0.0,0.27
pentahoanalysistool.csv,0.49,1.0,0.13,0.0,0.26,0.4,0.29
projecteqemu.csv,0.56,0.26,0.02,0.33,0.0,0.07,0.95
sumatrapdf.csv,0.72,0.59,0.19,0.64,0.49,0.98,0.59
voms.csv,0.31,0.18,0.05,0.33,1.0,0.37,0.36
