,recall,precision,pf,cdom,bellwether
1,0.65,0.515,0.43,6.0,icescrum.csv
9,0.85,0.4,0.29000000000000004,1.0,atunes.csv
12,0.365,0.32,0.255,9.0,jfreereport.csv
26,0.5349999999999999,0.4,0.335,3.0,chrysalis.csv
31,0.83,0.47,0.36,18.0,delphilhlplib.csv
51,0.79,0.375,0.32,17.0,silvertree.csv
23,0.8200000000000001,0.62,0.53,1.0,magicwars.csv
24,0.7,0.405,0.4,2.0,turbotrader-bos.csv
25,0.7,0.6699999999999999,0.64,0.0,xmemcached.csv
