,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,5.0,0.0,5.0,2.0,2.0,0.0,18.0,14.0,3.0,0.0
jmule.csv,4.0,0.0,13.0,4.0,2.0,0.0,6.0,15.0,4.0,0.0
nosleepsoftware.csv,4.0,2.0,0.0,58.0,8.0,1.0,181.0,8.0,32.0,3.0
open-ms.csv,15.0,0.0,1.0,1.0,5.0,0.0,11.0,0.0,41.0,7.0
qgo.csv,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
rezilla.csv,5.0,8.0,1.0,0.0,2.0,0.0,7.0,22.0,36.0,3.0
riff-evolve.csv,3.0,1.0,3.0,5.0,0.0,0.0,3.0,8.0,4.0,1.0
uwom.csv,9.0,1.0,1.0,0.0,6.0,0.0,22.0,16.0,0.0,0.0
virtuoso.csv,7.0,0.0,1.0,0.0,8.0,0.0,0.0,18.0,40.0,7.0
yield.csv,2.0,5.0,0.0,0.0,0.0,3.0,4.0,6.0,22.0,7.0
