,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,0.65,0.95,0.19,0.29,0.63,0.6,0.35,0.22,0.34,0.47
jmule.csv,0.54,0.57,0.07,0.39,0.57,0.57,0.19,0.23,0.26,0.96
nosleepsoftware.csv,0.58,0.55,0.93,0.0,0.1,0.8,0.0,0.16,0.08,0.65
open-ms.csv,0.44,0.52,0.39,0.83,0.37,0.49,0.34,1.0,0.18,0.44
qgo.csv,1.0,0.62,0.67,0.67,0.93,0.72,0.41,0.34,0.35,0.58
rezilla.csv,0.51,0.53,0.29,1.0,0.61,0.55,0.26,0.22,0.21,0.44
riff-evolve.csv,0.59,0.71,0.42,0.17,0.76,0.99,0.33,0.25,0.27,0.5
uwom.csv,0.49,0.55,0.26,0.23,0.6,0.48,0.3,0.23,0.99,0.67
virtuoso.csv,0.48,0.53,0.26,0.37,0.49,0.5,0.98,0.21,0.34,0.45
yield.csv,0.6,0.54,0.31,0.45,1.0,0.52,0.29,0.25,0.25,0.44
