,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,0.69,0.97,0.22,0.4,0.5,0.56,0.48,0.3,0.44,0.52
jmule.csv,0.58,0.54,0.09,0.53,0.69,0.59,0.22,0.34,0.39,0.98
nosleepsoftware.csv,0.33,0.38,0.9,0.0,0.03,0.08,0.0,0.16,0.07,0.54
open-ms.csv,0.57,0.59,0.56,0.4,0.39,0.45,0.4,0.96,0.26,0.61
qgo.csv,0.98,0.54,0.57,0.18,0.36,0.35,0.48,0.39,0.42,0.67
rezilla.csv,0.63,0.61,0.44,1.0,0.69,0.61,0.4,0.34,0.33,0.54
riff-evolve.csv,0.43,0.49,0.36,0.08,0.57,0.98,0.41,0.31,0.35,0.33
uwom.csv,0.6,0.46,0.37,0.3,0.62,0.55,0.4,0.35,0.97,0.44
virtuoso.csv,0.62,0.68,0.41,0.5,0.64,0.64,0.95,0.34,0.49,0.56
yield.csv,0.69,0.59,0.45,0.33,0.98,0.47,0.42,0.38,0.38,0.58
