,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.13,0.5,0.83,0.06,0.57,0.28,0.42,0.11,0.3,0.99,0.28,0.4
miranda-icq.csv,0.16,0.46,0.57,0.06,0.5,0.18,0.5,0.18,0.45,0.99,0.29,0.57
pclasses.csv,0.47,0.41,0.0,0.0,0.2,0.0,0.33,0.33,0.0,1.0,0.29,0.41
pfaedit.csv,0.09,0.55,0.9,0.09,0.82,0.33,0.53,0.31,0.4,1.0,0.31,0.6
rockbox.csv,0.25,0.41,0.0,0.14,0.68,0.23,0.57,0.3,0.3,1.0,0.32,0.6
theresa.csv,0.11,0.48,0.82,0.2,0.78,0.0,0.62,0.13,0.3,1.0,0.39,0.75
thrust.csv,0.0,0.2,0.55,0.0,0.61,0.56,0.38,0.13,0.21,1.0,0.21,0.42
tktoolkit.csv,0.17,0.29,1.0,0.0,0.75,0.33,0.54,0.32,0.19,1.0,0.22,0.46
trinitycore.csv,0.29,0.37,0.38,0.09,0.5,0.17,0.53,0.13,0.36,1.0,0.4,0.33
tzod.csv,0.21,0.56,0.74,0.03,0.67,0.23,0.45,0.1,0.31,1.0,0.27,0.5
yaprm.csv,0.17,0.59,0.0,0.13,1.0,0.24,0.66,0.2,0.67,1.0,0.33,0.55
