,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.01,0.88,0.32,0.98,0.24,0.38,0.83,0.91,0.33,0.22,0.05,0.4,0.71,0.35
encog-cs.csv,0.01,0.84,0.25,0.85,0.26,0.27,0.8,0.92,0.53,0.19,0.03,0.29,0.6,0.42
extprosys.csv,0.01,0.88,0.48,0.92,0.28,0.28,0.68,0.91,0.36,0.19,0.04,0.33,0.65,0.32
intact.csv,0.02,0.87,0.31,0.91,0.31,0.44,0.89,0.95,0.42,0.2,0.04,0.32,0.48,0.36
japano.csv,0.0,0.88,0.32,0.87,0.27,0.3,0.77,0.98,0.36,0.18,0.02,0.35,0.57,0.44
lockss.csv,0.03,1.0,0.37,1.0,0.26,0.26,0.83,0.92,0.57,0.31,0.05,0.33,0.86,0.43
officefloor.csv,0.02,1.0,0.27,0.92,0.29,0.43,1.0,0.92,0.45,0.17,0.06,0.17,0.7,0.32
opennms.csv,0.0,0.8,1.0,1.0,0.53,0.33,0.78,0.0,0.31,0.31,0.03,0.36,0.6,0.0
primefaces.csv,0.01,0.89,0.28,0.91,0.28,0.28,0.8,0.92,0.36,0.2,0.03,0.33,0.78,0.38
rohxel.csv,0.02,0.91,0.29,0.93,0.19,0.41,0.94,0.95,0.48,0.25,0.04,0.38,0.59,0.0
roolo.csv,0.0,0.89,0.3,0.88,0.28,0.28,0.73,0.91,0.33,0.16,0.02,0.64,0.59,0.39
sevenupdate.csv,0.01,1.0,0.28,0.88,0.22,0.28,0.78,0.93,0.36,0.17,0.03,0.35,0.59,0.38
web-cat.csv,0.01,0.95,0.27,0.88,0.24,0.31,0.76,0.91,0.35,0.19,0.03,0.32,0.62,0.75
