,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.93,0.9,0.53,0.3,0.73,0.19,0.33,0.39,0.71,0.93,0.58,0.17,0.12,0.07,0.6,0.87
calcubetimer.csv,0.8,0.95,0.14,0.33,0.91,0.29,0.2,0.26,0.73,1.0,0.6,0.26,0.1,0.05,0.59,0.88
chaosrts.csv,0.86,1.0,0.78,0.26,0.86,0.1,0.55,0.35,0.83,0.96,0.54,0.2,0.26,0.11,1.0,0.97
dxengine.csv,1.0,1.0,0.83,0.54,0.6,0.29,0.29,0.49,0.82,0.79,0.0,0.11,0.35,0.11,0.61,0.73
freedom-erp.csv,0.83,1.0,0.53,0.12,0.95,0.27,0.0,0.24,0.75,0.96,0.75,0.33,0.17,0.0,0.51,0.87
joustsim.csv,0.86,0.89,0.7,0.38,0.76,0.21,0.59,0.44,0.69,0.97,0.32,0.67,0.19,0.07,0.63,0.96
jsidplay2.csv,0.81,0.95,0.26,0.21,0.9,0.04,0.27,0.32,0.85,0.93,0.6,0.13,0.08,0.05,0.33,0.87
madman.csv,0.8,1.0,0.7,0.41,0.63,0.23,0.29,0.4,0.86,0.88,0.57,0.12,0.38,0.12,0.52,0.9
mclient-mume.csv,0.9,0.85,0.87,0.35,0.57,0.43,0.3,1.0,0.77,1.0,0.0,1.0,0.15,0.07,0.65,0.93
primefaces.csv,0.82,0.88,0.53,0.35,0.79,0.24,0.37,0.38,0.73,0.92,0.76,0.17,0.14,0.07,0.82,0.88
reaper3d.csv,0.8,0.9,0.75,0.55,0.83,0.31,0.43,0.36,0.76,1.0,0.68,0.43,0.11,0.18,0.56,0.71
sblim.csv,0.68,0.95,0.6,0.37,0.92,0.5,0.0,0.33,0.71,1.0,0.76,0.47,0.16,0.05,0.74,0.96
sevenupdate.csv,0.84,1.0,0.59,0.36,0.68,0.2,0.35,0.38,0.73,0.93,0.58,0.15,0.15,0.07,0.59,0.88
springside.csv,0.85,0.84,0.68,0.45,0.76,0.34,0.57,0.35,0.8,0.97,0.76,0.28,0.23,0.09,0.59,0.92
swtfox.csv,0.87,0.97,0.69,0.41,0.7,0.33,0.34,0.7,0.67,0.87,0.19,0.0,0.26,0.06,0.56,0.85
tmva.csv,0.84,0.87,0.3,0.32,0.73,0.08,0.43,0.32,0.89,0.95,0.58,0.14,0.2,0.09,0.62,0.88
