,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,25.0,18.0,2.0,2.0
calcubetimer.csv,2.0,0.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,18.0,14.0,1.0,1.0
chaosrts.csv,0.0,0.0,0.0,6.0,0.0,22.0,1.0,2.0,0.0,0.0,1.0,10.0,8.0,17.0,0.0,1.0
dxengine.csv,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,166.0,17.0,1.0,22.0,2.0,0.0
freedom-erp.csv,0.0,0.0,6.0,7.0,0.0,5.0,144.0,4.0,0.0,0.0,0.0,1.0,17.0,107.0,0.0,1.0
joustsim.csv,0.0,0.0,3.0,5.0,2.0,15.0,2.0,0.0,0.0,0.0,12.0,1.0,21.0,17.0,2.0,0.0
jsidplay2.csv,0.0,0.0,1.0,8.0,1.0,20.0,9.0,0.0,0.0,0.0,1.0,31.0,15.0,16.0,0.0,1.0
madman.csv,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,7.0,0.0,2.0
mclient-mume.csv,0.0,0.0,1.0,4.0,1.0,0.0,37.0,0.0,0.0,0.0,166.0,0.0,11.0,14.0,1.0,2.0
primefaces.csv,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,25.0,18.0,0.0,1.0
reaper3d.csv,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0
sblim.csv,0.0,0.0,3.0,4.0,0.0,0.0,144.0,0.0,0.0,0.0,1.0,0.0,22.0,16.0,0.0,0.0
sevenupdate.csv,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,22.0,18.0,2.0,2.0
springside.csv,0.0,0.0,2.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,9.0,14.0,23.0,1.0,1.0
swtfox.csv,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,70.0,8.0,15.0,2.0,2.0
tmva.csv,0.0,0.0,0.0,5.0,1.0,57.0,0.0,4.0,0.0,0.0,1.0,34.0,9.0,24.0,1.0,1.0
