,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.86,0.19,0.92,0.82,0.79,0.98
mcmc-jags.csv,0.69,0.7,0.84,0.25,0.68,0.59
olap-navigator.csv,0.15,0.68,0.51,0.65,0.52,0.59
pidgin.csv,0.46,0.66,0.53,0.54,0.46,0.94
salasaga.csv,0.74,0.64,0.7,0.66,0.48,0.4
sepgsql.csv,0.44,0.68,0.35,0.74,0.44,0.59
