,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.19,0.0,0.0,0.46,0.04,0.02
codeblocks.csv,0.26,0.42,0.81,0.25,0.85,0.42
dataobjectsdotnet.csv,0.48,0.35,0.74,0.39,0.96,0.54
n2cms.csv,0.67,0.31,0.5,0.4,0.7,0.48
nug.csv,0.57,0.72,0.11,0.33,0.91,0.49
uclmda.csv,0.0,0.0,0.46,0.07,1.0,0.17
