,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.71,0.47,0.5,0.83,0.58,0.56,0.49,0.5
archive-crawler.csv,0.64,0.94,0.58,0.54,0.73,0.47,0.47,0.54
jcae.csv,0.0,0.83,0.0,0.83,0.83,0.98,0.68,0.68
openmalaria.csv,0.46,0.28,0.45,0.49,0.32,0.46,0.34,0.4
popeye-chess.csv,0.46,0.41,0.57,0.43,0.46,0.49,0.33,0.37
rhex.csv,0.9,0.65,0.8,0.83,0.68,0.96,0.5,0.61
rocrail.csv,0.8,0.67,0.6,0.8,0.9,0.97,0.92,0.68
truevision.csv,0.78,0.3,0.5,0.46,0.36,0.42,0.55,0.54
