,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.29,0.16,0.92,0.67,0.38,1.0,0.43,0.5
archive-crawler.csv,0.2,0.17,0.58,0.48,1.0,0.52,0.5,0.31
jcae.csv,1.0,1.0,0.0,0.83,0.33,0.38,0.64,0.53
openmalaria.csv,0.19,0.12,0.71,0.98,0.32,0.35,0.37,0.32
popeye-chess.csv,0.13,0.09,1.0,0.65,0.33,0.48,0.43,0.32
rhex.csv,1.0,0.16,1.0,0.5,0.46,0.41,0.41,0.48
rocrail.csv,0.6,0.33,1.0,1.0,0.5,0.55,0.62,1.0
truevision.csv,0.28,0.1,0.64,0.58,0.33,0.31,0.97,0.34
