,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.31,0.26,0.47,0.17,0.41,0.99,0.41,0.56
archive-crawler.csv,0.27,0.22,0.59,0.5,0.98,0.65,0.5,0.46
jcae.csv,0.15,0.8,0.0,0.21,0.14,0.22,0.51,0.49
openmalaria.csv,0.3,0.21,0.67,0.99,0.46,0.48,0.5,0.48
popeye-chess.csv,0.21,0.15,1.0,0.68,0.42,0.6,0.56,0.48
rhex.csv,0.91,0.25,0.25,0.12,0.51,0.17,0.39,0.49
rocrail.csv,0.35,0.17,0.44,0.21,0.3,0.26,0.31,1.0
truevision.csv,0.33,0.18,0.7,0.63,0.48,0.47,0.97,0.44
