,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.57,0.88,1.0,0.82,0.64,0.73,0.97,0.96,0.84,0.67,0.86,0.38,0.42,0.73,0.38,0.63,0.0
arm-webradio.csv,0.52,0.54,0.11,0.12,0.14,0.36,0.29,0.58,0.86,0.18,0.0,0.37,0.67,0.46,0.62,0.7,0.97
codepurge.csv,0.43,0.62,0.06,0.32,0.25,0.55,0.15,0.23,0.08,0.17,0.71,0.95,0.71,0.66,0.22,0.28,0.97
fw4spl.csv,0.19,0.48,0.5,0.54,0.18,0.27,0.53,0.19,0.08,0.38,0.14,0.42,0.5,0.24,0.28,0.27,0.54
glas.csv,0.67,0.77,0.78,0.7,0.57,0.64,0.8,0.81,0.65,0.61,0.86,0.8,0.71,0.49,0.53,0.73,0.49
grisbi.csv,0.81,1.0,0.83,0.9,0.71,0.82,0.83,0.81,0.97,0.93,1.0,0.83,1.0,0.93,0.94,0.95,0.91
gwanted.csv,0.38,0.5,0.67,0.24,0.68,0.36,0.8,0.15,0.35,0.49,0.71,0.48,0.33,0.41,0.44,0.48,0.23
lcfizvtop.csv,0.71,0.96,0.22,0.36,0.39,0.82,0.7,0.27,0.59,0.43,0.57,0.87,1.0,0.56,0.66,0.95,0.6
ldview.csv,0.81,0.69,0.78,0.4,0.14,0.36,0.86,0.65,0.57,0.35,0.86,0.85,0.17,0.51,0.53,0.37,0.91
libmesh.csv,0.33,0.54,0.0,0.14,0.14,0.64,0.35,0.81,0.3,0.08,0.0,0.13,0.21,0.34,0.19,0.28,0.0
mediaportal.csv,0.14,0.1,0.06,0.08,0.18,0.09,0.0,0.15,0.0,0.15,0.14,0.51,0.08,0.07,0.22,0.27,0.86
olex2.csv,0.0,0.35,0.61,0.5,0.68,0.27,0.5,0.08,0.05,0.44,0.57,0.52,0.21,0.2,0.22,0.7,0.51
oppna-program-hsatools.csv,0.29,0.44,0.89,0.83,0.79,0.64,0.86,0.42,0.14,0.86,0.86,0.8,0.17,0.51,0.44,0.5,0.2
qlc.csv,0.52,0.6,0.67,0.4,0.39,0.45,0.53,0.23,0.27,0.25,0.71,0.84,0.46,0.49,0.38,0.57,0.14
somap.csv,0.95,1.0,0.78,0.91,0.68,1.0,0.91,0.88,0.81,0.83,0.71,0.97,0.96,0.9,0.84,0.7,0.97
wxcode.csv,0.24,0.21,0.72,0.34,0.5,0.27,0.44,0.19,0.03,0.14,1.0,0.55,0.08,0.2,0.12,0.3,0.03
xcf.csv,0.57,0.54,0.83,0.74,0.61,0.64,0.91,0.69,0.84,0.56,1.0,0.67,0.33,0.61,0.81,0.78,0.11
