,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.59,0.46,0.41,0.47,0.52,0.54,0.34,0.51,0.49,0.48,0.48,0.65,0.6,0.64,0.72,0.49,0.93
arm-webradio.csv,0.71,0.54,0.95,0.94,0.98,0.64,0.86,0.96,0.53,0.76,0.69,0.84,0.5,0.65,0.58,0.46,0.7
codepurge.csv,0.53,0.47,0.93,0.57,0.95,0.45,0.9,0.48,0.88,0.79,0.59,0.34,0.6,0.46,0.75,0.63,0.51
fw4spl.csv,0.9,0.68,0.77,0.58,0.76,0.86,0.46,0.61,0.88,0.63,0.79,0.59,0.66,0.77,0.79,0.9,0.58
glas.csv,0.51,0.43,0.39,0.41,0.46,0.43,0.33,0.51,0.5,0.38,0.42,0.35,0.51,0.43,0.52,0.4,0.65
grisbi.csv,0.46,0.4,0.45,0.43,0.41,0.4,0.3,0.45,0.49,0.36,0.41,0.37,0.42,0.47,0.41,0.36,0.58
gwanted.csv,0.5,0.52,0.35,0.9,0.67,0.6,0.28,0.44,0.52,0.49,0.56,0.56,0.59,0.48,0.67,0.46,0.73
lcfizvtop.csv,0.48,0.38,0.56,0.46,0.46,0.52,0.36,0.4,0.41,0.44,0.44,0.34,0.4,0.46,0.41,0.32,0.57
ldview.csv,0.59,0.46,0.68,0.5,0.79,0.73,0.34,0.64,0.56,0.52,0.5,0.38,0.94,0.66,0.48,0.7,0.7
libmesh.csv,0.94,0.57,0.9,0.95,0.96,0.6,0.8,0.82,0.94,0.83,0.96,0.99,0.98,0.92,0.92,0.81,0.0
mediaportal.csv,0.8,0.96,0.96,0.89,0.93,0.8,0.0,0.83,0.0,0.91,0.83,0.57,0.67,0.88,0.86,0.9,0.65
olex2.csv,0.0,0.66,0.45,0.62,0.61,0.61,0.45,0.83,0.83,0.54,0.71,0.54,0.76,0.86,0.9,0.47,0.5
oppna-program-hsatools.csv,0.58,0.58,0.42,0.45,0.43,0.54,0.3,0.4,0.87,0.36,0.53,0.38,0.96,0.53,0.59,0.47,0.63
qlc.csv,0.4,0.41,0.36,0.44,0.55,0.53,0.36,0.43,0.57,0.58,0.43,0.33,0.51,0.4,0.53,0.39,0.91
somap.csv,0.48,0.39,0.41,0.39,0.43,0.4,0.33,0.46,0.47,0.38,0.39,0.36,0.41,0.42,0.4,0.37,0.57
wxcode.csv,0.71,0.98,0.45,0.57,0.51,0.6,0.43,0.57,0.8,0.9,0.67,0.48,0.8,0.91,0.86,0.75,0.71
xcf.csv,0.43,0.45,0.37,0.44,0.5,0.42,0.29,0.52,0.46,0.39,0.49,0.41,0.65,0.53,0.42,0.38,0.97
