,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.78,0.5,0.45,0.84,1.0,0.03,0.95,0.76,0.92
decidr.csv,0.8,0.7,0.75,0.75,0.86,0.69,0.95,0.01,0.6
glas.csv,0.74,0.84,0.87,0.79,0.65,0.79,0.56,0.63,0.08
hatari.csv,0.59,0.68,0.07,0.61,0.56,0.65,0.72,0.66,0.74
ltp.csv,0.84,0.78,0.73,0.68,0.02,0.91,0.95,0.88,0.92
net-snmp.csv,0.05,0.58,0.58,0.49,0.54,0.6,0.68,0.71,0.76
opde.csv,0.94,0.63,0.53,0.12,0.94,0.75,0.72,0.7,0.74
powerfolder-.csv,0.73,0.07,1.0,0.96,0.8,0.8,0.75,0.84,1.0
tcl.csv,0.83,0.91,0.83,0.81,0.88,0.87,0.08,0.96,0.89
