,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,81.0,0.0,3.0,0.0,1.0,3.0,0.0,65.0
geotools.csv,0.0,3.0,1.0,0.0,2.0,0.0,1.0,65.0
google-collections.csv,0.0,3.0,2.0,0.0,1.0,35.0,5.0,10.0
l2j.csv,0.0,3.0,0.0,2.0,1.0,3.0,0.0,28.0
mediate.csv,0.0,3.0,0.0,1.0,0.0,13.0,2.0,5.0
projectfactory.csv,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0
st-filteredstatistics.csv,0.0,0.0,0.0,0.0,0.0,4.0,9.0,45.0
thedata.csv,81.0,0.0,0.0,1.0,2.0,7.0,2.0,0.0
